@relation polish-compan-weka.filters.unsupervised.attribute.ReplaceMissingValues-unset-class-temporarily

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr12 numeric
@attribute Attr14 numeric
@attribute Attr16 numeric
@attribute Attr25 numeric
@attribute Attr29 numeric
@attribute Attr33 numeric
@attribute Attr38 numeric
@attribute Attr50 numeric
@attribute Attr51 numeric
@attribute Attr55 numeric
@attribute Class {0,1}

@data
-0.09928,0.96846,-0.2532,0.73856,0,-0.09928,-0.10251,-0.09928,-0.087349,-0.072227,4.1743,2.3697,0.031538,0.73856,0.96846,-3782.2,0
0.060209,0.85271,-0.050291,0.94102,0.085077,0.075237,0.088232,0.075237,0.14207,0.11361,4.9056,2.397,0.11361,0.94102,0.85271,-4046.7,0
-0.02663,1.346,-0.35797,0.67845,-0.38827,-0.02663,-0.023921,-0.02663,0.003858,-0.41096,3.6643,2.9304,-0.29014,0.56114,1.1132,-1652.4,0
0.066813,0.46361,0.47038,2.0146,0.089492,0.083629,0.18039,0.083629,0.20548,0.13027,4.8105,2.2735,0.13027,2.0146,0.46361,30407,0
0.085634,0.37158,0.30892,2.294,0,0.11635,0.48739,0.11635,0.47238,0.54718,3.7892,4.8242,0.75946,1.4738,0.23872,1901.2,0
0.26114,0.23988,0.41786,2.7419,0,0.32887,1.371,0.32887,1.5283,0.73586,4.013,7.6521,0.76012,2.7419,0.23988,4306,0
0.38312,0.45246,0.083849,1.2908,0.44258,0.4736,1.6423,0.4736,1.1844,0.53911,5.0154,3.1631,0.70319,0.82266,0.28837,8687,0
0.045385,0.83336,0.46104,2.0906,-0.002505,0.067392,0.15941,0.067392,0.11049,0.16099,3.9466,4.1845,0.16664,1.0605,0.42275,4077.4,0
0.011714,1.6144,-0.70201,0.56516,-0.66047,0.011714,0.007256,0.011714,0.015084,-0.64876,3.1633,5.3442,-0.61443,0.56516,1.6144,-1022.4,0
0.11839,0.78028,0.13326,1.2017,0.152,0.1488,0.22522,0.1488,0.19535,0.21542,4.5975,1.9085,0.33503,1.0175,0.66068,5274.7,0
0.061368,0.92631,-0.046283,0.91969,0,0.07948,0.13792,0.07948,0.10255,0.062909,3.6661,2.7926,0.37949,0.57216,0.57628,-214.57,0
-0.16583,0.24124,0.2463,2.1976,-0.12285,-0.15536,-0.75542,-0.15536,-0.32368,0.662,4.3039,4.887,0.69758,1.8735,0.20566,4959.3,0
0.22764,0.52383,0.55189,2.8755,0.37335,0.28961,0.98422,0.28961,0.57013,0.47114,4.8746,1.3643,0.70072,1.6153,0.29425,41352,0
0.22848,0.19697,0.61735,4.2171,0.45535,0.28295,1.4745,0.28295,1.5293,0.8029,4.4294,7.813,0.80798,4.1084,0.19189,16594,0
0.009052,0.52116,0.18065,1.785,0.018655,0.024489,0.10641,0.024489,0.16666,0.42585,5.1317,1.9273,0.71688,0.78821,0.23013,24463,0
0.17972,0.23175,0.50947,3.2149,0,0.22157,0.9633,0.22157,1.012,0.74139,3.5796,8.4113,0.76825,3.1908,0.23001,1935,0
0.16035,0.50444,0.075645,1.1652,0,0.16035,0.35024,0.16035,0.43258,0.10861,4.2028,2.7278,0.53562,1.0576,0.45782,1206.7,0
0.15908,0.2337,0.18567,1.795,-0.11797,0.15908,0.68111,0.15908,0.70871,0.18553,4.2967,5.6864,0.7663,1.7939,0.23357,3676.6,0
0.058815,0.47567,0.038578,1.1216,0.24654,0.074456,0.23478,0.074456,0.27657,0.52433,4.5697,2.94,0.68287,0.74781,0.31713,1432.5,0
0.097476,0.56773,0.2793,1.4965,0,0.12439,0.22113,0.12439,0.26668,0.42345,4.235,3.1453,0.43227,1.4828,0.56254,4798.2,0
0,0.75519,-0.056859,0.90446,0.010872,0.01732,0.029103,0.01732,0.080746,0.23734,4.0432,1.9457,0.40487,0.71276,0.59513,-628.1,0
0.62601,0.32866,0.4534,2.4675,0,0.69485,2.2491,0.69485,2.2821,0.62601,3.3305,9.8068,0.69105,2.3196,0.30895,970.37,0
0.078327,0.71228,0.3639,1.6307,0,0.1008,0.17468,0.1008,0.16206,0.21931,3.642,2.5976,0.28772,1.321,0.57702,1596,0
0.1123,0.29699,0.50639,2.7051,0.36646,0.13197,0.44437,0.13197,0.51642,0.42808,4.7817,5.0108,0.42808,2.7051,0.29699,30630,0
0.37176,0.14524,0.75101,6.1706,0,0.4634,3.1905,0.4634,3.254,0.82594,3.2393,19.361,0.85476,6.1706,0.14524,1303,0
0.030166,0.52088,-0.13884,0.63976,0.098473,0.039905,0.10354,0.039905,0.15994,0.44129,4.071,3.8815,0.57676,0.47336,0.3854,-1635.1,0
0.1587,0.51146,0.052874,1.1087,0.30406,0.1895,0.38967,0.1895,0.46818,0.48417,3.8248,6.8598,0.50933,1.0542,0.4863,353.26,0
0.40191,0.46823,0.41036,1.92,0.000598,0.48711,1.0921,0.48711,1.086,0.51337,3.4341,5.4277,0.53177,1.829,0.44602,1115,0
0.11958,0.68183,0.30929,1.4867,0.4653,0.14826,0.2333,0.14826,0.22714,0.31221,5.0332,7.631,0.35854,1.3857,0.6355,33383,0
0.3847,0.50562,0.39123,1.7738,0.69159,0.47521,0.93986,0.47521,0.9771,0.48004,4.1943,13.448,0.48004,1.7738,0.50562,6120,0
0.051961,0.81179,-0.11478,0.85139,0.016168,0.065554,0.084876,0.065554,0.10043,0.068129,4.2216,1.5208,0.18821,0.81002,0.77235,-1911.7,0
0.19807,0.4396,0.45097,2.0259,0.3367,0.21949,0.49929,0.21949,0.55688,0.50139,3.9119,8.2211,0.50139,2.0259,0.4396,3681.6,0
0.18366,0.13336,0.19768,2.4824,0.57458,0.18079,1.3556,0.18079,1.4759,0.74465,5.2165,9.8241,0.74465,2.4824,0.13336,32545,0
0.21221,0.69561,0.14156,1.2035,0,0.26429,0.37994,0.26429,0.39533,0.28406,3.4701,3.2519,0.30439,1.2035,0.69561,417.91,0
0.20673,1.3786,-0.42751,0.68828,-0.72251,0.2299,0.16764,0.2299,0.17609,-0.51578,3.4453,1.6174,-0.3786,0.68469,1.3714,-1192,0
0.16022,0.50283,0.065414,1.3542,0.032446,0.20241,1.096,0.20241,0.59648,0.48641,3.667,15.221,0.80145,0.49736,0.18467,303.88,0
0.011195,0.65889,-0.062708,0.87364,0.16811,0.01473,0.029682,0.01473,0.066458,0.33114,4.6249,2.346,0.49377,0.658,0.49626,-2643.9,0
0.16409,0.23249,0.35576,4.1734,0.50877,0.20465,1.8255,0.20465,1.025,0.73869,4.3357,10.963,0.85907,2.0124,0.11211,7706.6,0
0.027959,0.81687,-0.21984,0.71029,0.027959,0.03738,0.04926,0.03738,0.088163,0.17587,4.0736,1.9488,0.2339,0.65983,0.75883,-2604.4,0
-0.29253,0.33842,-0.013171,0.96002,-2.4442,-0.29253,-0.88805,-0.29253,-0.79639,-1.4083,3.8581,1.9419,0.67059,0.93445,0.32941,0.96002,0
0.11685,0.60263,0.19871,1.3472,0,0.14833,0.25917,0.14833,0.28698,0.28101,3.0677,9.3554,0.39737,1.2794,0.57232,232.25,0
0.11777,0.56203,0.13914,1.354,0.23988,0.14997,0.38161,0.14997,0.38915,0.43368,4.1672,3.824,0.60271,0.94682,0.39301,2044.8,0
0.26114,0.46316,0.49931,2.0807,0,0.31783,0.68793,0.31783,0.70553,0.53413,4.2832,3.7762,0.53684,2.0755,0.46201,9584.1,0
0.14686,0.28842,0.29788,2.1155,0,0.18365,0.68774,0.18365,0.85259,0.64412,3.9962,6.9677,0.72419,1.9587,0.26703,2952.8,0
0.086728,0.77068,-0.068092,0.85276,0,0.10721,0.23182,0.10721,0.15662,0.16698,3.7493,3.4511,0.53753,0.51173,0.46247,-382.3,0
0.01023,0.74637,0.055471,1.0746,-0.001917,0.026344,0.035448,0.026344,0.074017,0.2247,3.8174,1.8596,0.25363,1.07,0.74317,364.35,0
-0.053662,0.92148,-0.022068,0.89331,-0.011205,-0.053662,-0.25943,-0.053662,-0.053159,-0.061928,4.5514,1.6185,0.56831,0.20052,0.20685,-785.6,0
0.020162,0.835,-0.32755,0.40868,-0.024201,0.028738,0.051882,0.028738,0.15203,0.080158,3.5846,2.5696,0.26484,0.27111,0.55392,-1258.6,0
0.096566,0.69736,-0.000208,0.99964,0,0.096566,0.1682,0.096566,0.13873,0.29387,4.2328,4.1232,0.36773,0.82295,0.5741,-3.557,0
0.13396,0.63982,0.25067,1.4532,0,0.16778,0.30336,0.16778,0.28919,0.34176,3.7761,4.3345,0.37693,1.2562,0.55308,1497,0
0.11255,0.79509,0.20315,1.2555,0,0.14162,0.17812,0.14162,0.20564,0.18195,3.3381,3.1397,0.20491,1.2555,0.79509,442.53,0
0.016129,0.56179,0.35689,1.6353,0.000633,0.020154,0.035875,0.020154,0.056272,0.20906,4.8065,2.539,0.20906,1.6353,0.56179,22859,0
0.002851,0.9833,0.66325,5.8915,-0.087625,0.007335,0.054098,0.007335,0.057046,-0.003299,4.6158,20.753,0.84441,0.81241,0.13559,27384,0
0.15693,0.58483,0.27669,1.5356,0,0.15693,0.30375,0.15693,0.26833,0.36689,4.0462,3.3079,0.44028,1.3565,0.51663,1.5356,0
0.029247,0.71424,0.11035,1.1545,0,0.042732,0.059829,0.042732,0.091036,0.041173,4.2136,2.4326,0.28576,1.1545,0.71424,1804.7,0
0.019361,0.67581,-0.067134,0.85247,0.050867,0.02643,0.058081,0.02643,0.12368,0.31767,4.4833,3.5847,0.53843,0.57401,0.45505,-2042.8,0
0.1605,0.55934,0.2421,1.7211,0,0.20184,0.60116,0.20184,0.4684,0.27426,3.4655,9.0977,0.6598,1.0331,0.33576,707.07,0
0.021836,0.77384,0.087901,1.1164,0,0.030523,0.040422,0.030523,0.06209,0.2197,4.1442,4.5154,0.22616,1.0894,0.75511,1225.2,0
0.40492,0.47357,0.37159,1.8217,0,0.5002,1.106,0.5002,1.0921,0.51151,3.5743,8.7209,0.52643,1.7397,0.45225,1394.4,0
0.13458,0.54442,-0.004796,0.99119,0,0.17082,0.31385,0.17082,0.42157,0.4467,4.3528,2.8632,0.45558,0.99093,0.54428,-108.06,0
-0.043739,0.86764,-0.055935,0.93542,-0.026233,-0.038053,-0.043934,-0.038053,-0.014706,0.12503,4.5843,2.8649,0.12653,0.9338,0.86614,-2148,0
0.32609,0.15935,0.22744,2.5843,0,0.40033,2.7886,0.40033,2.7593,0.32609,3.6881,14.571,0.84065,2.3282,0.14356,1109,0
0.53491,0.46201,0.31327,1.7206,0.60171,0.53491,1.2304,0.53491,1.2128,0.53493,4.2923,3.8129,0.56219,1.6191,0.43475,6140.2,0
0.013968,0.23845,0.25049,2.1832,0,0.020059,0.094748,0.020059,0.27535,0.61096,3.7087,7.8773,0.77028,1.9383,0.21171,1280.8,0
0.000003,0.51496,0.19614,1.437,0,-0.032045,-0.071396,-0.032045,0.002361,0.46443,4.686,3.4727,0.5197,1.2525,0.44883,9518,0
0.18617,0.36556,0.35806,4.3325,0.022407,0.23156,2.1551,0.23156,0.7508,0.55944,3.9378,17.45,0.87993,1.2734,0.10745,3103.1,0
0.05983,0.79198,0.17972,1.2269,0,0.078754,0.09944,0.078754,0.10893,0.18768,3.6916,2.5682,0.20802,1.2269,0.79198,883.47,0
0.42276,0.49818,0.18611,2.6019,0.42276,0.42276,3.639,0.42276,0.96772,0.50182,4.053,8.6157,0.88382,0.60678,0.11618,2102.6,0
0.15949,0.4036,0.29413,1.7288,0.23263,0.19827,0.49125,0.19827,0.59029,0.57668,4.3571,3.3202,0.57668,1.7288,0.4036,6692.9,0
0.13302,0.42983,0.37257,1.8954,0,0.16422,0.39465,0.16422,0.42531,0.52569,3.6529,4.0241,0.58389,1.8349,0.41611,1675.5,0
0.28117,0.57438,0.42201,2.3525,0,0.28117,0.90115,0.28117,0.49722,0.41272,3.8895,5.1657,0.5021,1.2779,0.31201,3271.9,0
0.014078,0.90989,-0.021994,0.97583,-0.29495,0.029733,0.032677,0.029733,0.10928,0.024393,3.1823,3.8118,0.090109,0.97583,0.90989,-33.468,0
0.056977,0.69677,0.20616,1.3235,0,0.071733,0.11256,0.071733,0.15668,0.23983,3.7542,3.0556,0.36273,1.2105,0.63727,1170.7,0
0.37746,0.39955,0.17964,1.5582,0.60569,0.46712,1.4516,0.46712,1.3101,0.58156,4.1092,6.3075,0.65931,1.255,0.3218,2310.1,0
0.063868,0.85737,-0.11784,0.81397,0,0.080553,0.12716,0.080553,0.12563,0.11294,3.7034,3.9258,0.36654,0.6014,0.63346,-595.25,0
0.047072,0.80478,-0.15963,0.80027,-0.44929,0.047072,0.058895,0.047072,0.13269,-0.40222,2.847,6.9369,0.19522,0.79478,0.79925,-112.22,0
0.087632,0.61366,0.14824,1.2445,0.087632,0.10868,0.17927,0.10868,0.23486,0.36014,3.9741,3.3275,0.36758,1.2295,0.60622,1396.7,0
0.14065,0.20921,0.52554,3.635,0,0.17397,0.87231,0.17397,1.0351,0.55043,4.0414,8.1224,0.79079,3.4653,0.19944,5781.2,0
0.083963,0.67065,0.18026,1.546,0.17334,0.10494,0.31784,0.10494,0.19874,0.31381,4.863,4.827,0.65431,0.76107,0.33016,13149,0
0.31325,0.39354,0.32827,1.8444,0.6245,0.38887,1.0003,0.38887,1.0859,0.59044,4.4057,4.8776,0.59524,1.822,0.38874,8354.1,0
0.12043,0.53177,0.15801,1.4264,0.26838,0.15506,0.4184,0.15506,0.44152,0.40276,4.5996,5.08,0.56394,0.99404,0.37059,6285.3,0
0.22846,0.64773,0.24942,1.4302,-0.14475,0.27906,0.48137,0.27906,0.47353,0.27983,3.14,7.1293,0.42027,1.2801,0.57973,344.3,0
0.086635,0.40847,0.21117,1.5612,0.17256,0.12073,0.32082,0.12073,0.36601,0.53579,4.1592,7.067,0.56794,1.4382,0.37632,3046.5,0
0.004559,0.82779,-0.6375,0.22988,-0.038235,0.004853,0.005863,0.004853,0.067863,-0.033676,3.8325,1.0313,0.17221,0.22988,0.82779,-4335,0
0.12328,0.12105,0.67343,6.5634,0.23247,0.15265,1.261,0.15265,1.4169,0.25647,4.7479,13.516,0.25647,6.5634,0.12105,37685,0
0.001596,0.77533,-0.16672,0.75881,0,0.001596,0.002308,0.001596,0.076045,0.065222,4.0984,2.4875,0.22467,0.67652,0.69126,-2091.3,0
0.20331,0.52257,0.3357,1.6856,0,0.20331,0.41523,0.20331,0.64855,0.45773,3.9889,3.6751,0.47743,1.5794,0.48962,3272.1,0
0.11789,0.24913,0.18101,1.9046,0.33211,0.11789,0.58919,0.11789,0.64968,0.74951,4.4,6.7025,0.79855,1.5297,0.20009,4547,0
0.10385,0.78155,0.002987,1.004,0.37877,0.10385,0.14004,0.10385,0.17809,0.21845,4.3286,3.9599,0.25847,0.95261,0.74153,63.65,0
0.008581,0.34022,0.55084,2.6191,0.033696,0.009794,0.028788,0.009794,0.044687,0.082574,4.2819,4.7378,0.082574,2.6191,0.34022,10541,0
0.034079,0.91394,0.084382,1.0923,0.03473,0.043422,0.047511,0.043422,0.047511,0.074363,5.1203,0.4719,0.074363,1.0923,0.91394,11132,0
0.015536,0.8294,-0.058596,0.92212,0.009938,0.015536,0.020648,0.015536,0.051839,0.16138,5.1183,0.77792,0.23836,0.83654,0.75242,-7693.9,0
0.05945,0.6673,0.31756,1.4849,0,0.075648,0.11551,0.075648,0.12328,0.32646,4.5058,7.3929,0.3327,1.4573,0.65491,10178,0
0.15618,0.31172,0.10674,1.3424,0.52297,0.12754,0.40914,0.12754,0.53271,0.68828,5.5698,2.5134,0.68828,1.3424,0.31172,39644,0
0.1878,0.31368,0.2938,2.0918,0.33483,0.23777,0.8836,0.23777,1.0104,0.53634,4.3519,6.8538,0.58092,1.7945,0.2691,6605.8,0
0.087498,0.40078,0.41611,2.1955,0.20575,0.087498,0.25139,0.087498,0.25807,0.40315,3.8087,3.9098,0.65194,1.9067,0.34806,2678.4,0
0.10915,0.67433,0.29701,1.4405,0,0.13763,0.20409,0.13763,0.20645,0.30798,3.7523,3.3623,0.32567,1.4405,0.67433,1679,0
0.080389,0.84302,0.14752,1.1902,0,0.11475,0.14795,0.11475,0.15235,0.13687,3.3955,4.7359,0.15698,1.095,0.77558,366.73,0
0.043262,0.39023,0.12049,1.3173,-0.03238,0.054852,0.14443,0.054852,0.21783,0.10302,4.3366,2.7124,0.61801,1.282,0.37978,2615.4,0
0.34606,0.34209,0.59442,2.7525,0,0.42755,1.2605,0.42755,1.2918,0.63152,3.5328,5.9383,0.65791,2.7291,0.33919,2027.1,0
-0.099515,0.62802,-0.033095,0.9473,-0.1543,-0.064646,-0.10294,-0.064646,-0.027437,0.15513,4.6388,1.6865,0.15513,0.9473,0.62802,-1440.5,0
0.008268,0.96656,0.066036,1.071,0,0.011149,0.011984,0.011149,0.014503,0.008473,3.6819,5.5893,0.033438,1.0309,0.93037,317.42,0
0.025031,0.71716,0.22354,1.3511,0,0.032303,0.050738,0.032303,0.049526,0.26106,3.361,3.5389,0.36335,1.1994,0.63665,513.32,0
0.52898,0.34253,0.16743,1.4888,0,0.65452,1.9108,0.65452,1.9192,0.6459,3.6359,10.704,0.65747,1.4888,0.34253,724.05,0
0.058543,0.81571,-0.026512,0.96099,0.11033,0.07463,0.10982,0.07463,0.12087,0.1675,4.5753,2.1559,0.30361,0.80063,0.6796,-997.06,0
0.21638,0.30387,0.40209,2.4448,0.66722,0.27356,0.98297,0.27356,1.0438,0.67208,4.4098,7.2311,0.69766,2.2391,0.2783,10331,0
0.035116,0.50933,0.24132,1.5244,0.035116,0.056046,0.12178,0.056046,0.20803,0.49067,3.248,5.1123,0.53977,1.3774,0.46023,427.18,0
0.035692,0.25519,0.18492,1.7246,0.056287,0.043898,0.17202,0.043898,0.2187,0.61169,5.0755,4.0324,0.61169,1.7246,0.25519,22002,0
0.088094,1.4186,-0.29511,0.7625,0.23447,0.088094,0.070895,0.088094,0.075406,-0.41857,4.0578,2.5378,-0.2426,0.66791,1.2426,-3371.1,0
0.10267,0.69352,0.28132,1.4369,0.20582,0.12414,0.19281,0.12414,0.21298,0.30648,4.6221,4.4565,0.35615,1.334,0.64385,11783,0
0.16942,0.61991,0.30991,1.607,0.35342,0.21039,0.41205,0.21039,0.38963,0.38009,4.2615,3.3304,0.4894,1.3236,0.5106,5659.2,0
0.080916,0.19946,0.40561,3.3129,0,0.080916,0.46142,0.080916,2.5894,0.20798,3.8963,4.7585,0.82423,2.9127,0.17536,3194.6,0
0.085313,0.86586,0.022522,1.0264,-0.74305,0.085313,0.10002,0.085313,0.14363,-0.000761,3.6252,2.7436,0.13414,1.0111,0.85294,95.012,0
-0.17608,1.404,-0.81206,0.419,-0.68519,-0.17607,-0.12597,-0.17607,-0.072224,-0.46086,3.2453,3.1184,-0.40402,0.41711,1.3977,-1428.5,0
0.38507,0.77317,-0.22407,0.7079,0.38507,0.38507,0.50199,0.38507,0.60181,0.20473,3.8941,3.9972,0.21081,0.70234,0.76709,-1756,0
0.037687,0.71953,0.093972,1.135,0,0.03848,0.055261,0.03848,0.13635,0.27121,3.7324,2.7904,0.28079,1.0983,0.69633,507.52,0
0.53318,0.30351,0.54152,2.7842,0.53318,0.53318,1.7567,0.53318,1.8024,0.69649,3.8528,6.4974,0.69649,2.7842,0.30351,3858.3,0
0.65434,0.22575,0.45868,3.0318,0,0.65434,2.8986,0.65434,3.0821,0.77283,3.3234,20.792,0.77425,3.0318,0.22575,965.83,0
0.22154,0.6847,0.10239,1.1552,0.27656,0.22154,0.33569,0.22154,0.3613,0.3153,4.1806,3.1013,0.34004,1.1134,0.65996,1552,0
0.08907,0.70766,0.050145,1.2,-0.18987,0.1097,0.43746,0.1097,0.27088,-0.1008,3.7065,4.9019,0.51958,0.42521,0.25076,1.2,0
0.16062,0.65971,0.005203,1.0082,0,0.20586,0.32324,0.20586,0.36481,0.33148,3.7537,3.7197,0.35809,0.97325,0.63685,29.513,0
0.099928,0.44093,0.33827,2.0801,0.31656,0.13358,0.42652,0.13358,0.38951,0.45277,4.4583,6.3038,0.58051,1.4775,0.31318,9718.4,0
0.13565,0.35765,0.19703,1.778,0.37159,0.16979,0.6704,0.16979,0.7085,0.63309,4.5197,4.8451,0.73748,1.259,0.25326,6520.5,0
0.21937,0.27676,0.73392,4.386,0,0.27218,1.2557,0.27218,1.0007,0.64758,3.3253,10.609,0.78325,3.435,0.21675,1552.1,0
0.11669,0.70785,0.23767,1.4362,0,0.12698,0.23307,0.12698,0.21697,0.24925,3.3675,5.8843,0.45517,1.1055,0.54483,554,0
0.020032,0.091531,0.55535,7.0375,0.8651,0.026385,0.28684,0.026385,1.0927,0.88523,3.3331,22.285,0.90847,7.0723,0.091984,1195.8,0
0.2482,0.22598,0.40856,2.8335,0,0.30798,1.3821,0.30798,1.4945,0.75064,4.7591,4.5414,0.77402,2.794,0.22283,23463,0
0.48021,0.31056,0.58622,2.8911,0,0.59506,1.9196,0.59506,2.0583,0.66022,3.4374,8.7269,0.68944,2.8858,0.30999,1604.8,0
0.43661,0.30011,0.54978,2.8319,0.43661,0.43661,1.4548,0.43661,1.5129,0.69989,4.0666,4.9382,0.69989,2.8319,0.30011,6408.4,0
0.083164,0.39525,0.1936,1.5091,0.21047,0.10627,0.27946,0.10627,0.40866,0.51531,4.0181,5.1319,0.53029,1.4519,0.38026,2018.4,0
0.19091,0.41289,0.24905,1.7151,0.38974,0.24339,0.69887,0.24339,0.6471,0.52032,4.7405,5.6737,0.58495,1.4467,0.34826,13703,0
0.34233,0.31103,0.25189,1.8853,0.63194,0.34233,1.2031,0.34233,1.2759,0.63973,4.3634,13.673,0.66623,1.7247,0.28454,5816.1,0
0.031735,0.22938,0.37394,2.6302,0.16359,0.043924,0.19149,0.043924,0.32912,0.76672,4.4032,4.0662,0.76672,2.6302,0.22938,9463.3,0
0.16082,0.59368,0.44886,3.6495,-0.037765,0.20358,1.2017,0.20358,0.43828,0.16824,4.3451,7.1735,0.69798,1.0414,0.16941,9935.3,0
0.28661,0.22262,0.71669,4.2711,0,0.3643,1.6627,0.3643,1.6563,0.73305,3.4694,8.5687,0.77738,4.2035,0.2191,2112.3,0
0.20671,0.33914,0.12496,1.4234,0.41439,0.25313,0.85774,0.25313,0.82146,0.65902,4.101,6.5522,0.70306,1.2386,0.29511,1576.8,0
0.075757,0.21289,0.37929,4.0848,0,0.09136,0.74305,0.09136,0.5081,0.73954,5.1026,7.1798,0.78711,2.3591,0.12295,4.0848,0
0.012653,0.65967,-0.032577,0.94183,0,0.019526,0.034863,0.019526,0.11147,0.31902,3.9811,4.4333,0.43182,0.79963,0.56007,-311.88,0
0.43878,0.41018,0.39582,2.0284,0.013508,0.54193,1.408,0.54193,1.4649,0.53266,3.8449,9.0367,0.58982,1.9033,0.38489,2769.8,0
0.22159,0.24987,0.47978,3.1103,0.058999,0.27291,1.2004,0.27291,1.1618,0.69455,3.9719,4.7025,0.77062,2.8301,0.22736,4497,0
0.29117,0.20038,0.60705,4.8108,0,0.29117,1.8278,0.29117,1.5997,0.74331,3.8141,10.594,0.81599,3.8245,0.1593,3956.4,0
0.011639,0.34371,0.028446,1.0963,-0.23909,0.018096,0.061264,0.018096,0.17521,0.36967,3.5049,5.1517,0.6655,0.94212,0.29537,90.978,0
0.070556,0.65948,-0.14699,0.77712,0,0.088766,0.1346,0.088766,0.255,0.3084,3.7944,2.9705,0.34052,0.77712,0.65948,-915.44,0
0.24041,0.63166,0.021354,1.0338,0,0.31556,0.49958,0.31556,0.52623,0.35641,3.6307,6.8815,0.36834,1.0338,0.63166,91.235,0
0.000858,0.85791,-0.009526,0.98675,-0.002971,0.016725,0.023267,0.016725,0.078607,0.04065,3.1699,5.645,0.18692,0.82677,0.71882,-14.086,0
0.026493,0.25647,0.16615,1.6491,-0.61682,0.026493,0.10351,0.026493,0.11319,-0.32492,3.7467,2.0764,0.74353,1.6458,0.25595,927.14,0
0.22043,0.57873,0.26102,1.4543,0,0.22043,0.38368,0.22043,0.46796,0.38698,3.155,7.732,0.42197,1.4438,0.57453,373,0
0.067332,0.82614,0.099772,1.1662,0,0.086024,0.1433,0.086024,0.14983,0.15203,3.3635,5.6636,0.31308,0.84741,0.60031,230.39,0
0.021697,0.94616,-0.020505,0.97833,0,0.023792,0.025146,0.023792,0.031797,0.037768,3.4928,1.75,0.053845,0.97833,0.94616,-63.774,0
0.062973,0.80734,0.027716,1.0494,0,0.062973,0.11226,0.062973,0.10052,0.14612,3.9047,2.6399,0.28406,0.72917,0.56097,222.55,0
0.010987,0.63484,0.057333,1.0951,0,0.015931,0.026425,0.015931,0.079131,0.14423,3.6686,2.6271,0.37978,1.04,0.60289,267.33,0
0.21786,0.66354,0.14107,1.2126,-0.15631,0.27296,0.41137,0.27296,0.51443,0.23877,2.7091,16.916,0.33646,1.2126,0.66354,72.2,0
0.25233,0.13745,0.59539,5.3317,0,0.31151,2.2664,0.31151,2.514,0.65801,3.7537,9.7266,0.86255,5.3317,0.13745,3376.6,0
0.090899,0.42219,0.42654,2.0315,0,0.12159,0.29406,0.12159,0.39104,0.35986,3.3282,5.0965,0.5865,1.9897,0.4135,908.08,0
0.46674,0.46622,0.24847,1.697,0,0.58483,1.6407,0.58483,1.349,0.49468,3.8057,4.5503,0.6365,1.2975,0.35646,1588.5,0
0.24508,0.18761,0.57768,4.0901,0,0.3095,1.6555,0.3095,1.7366,0.78042,3.5745,5.9066,0.81239,4.0756,0.18695,2168.5,0
0.042621,0.54766,0.051115,1.1018,0,0.05346,0.10649,0.05346,0.19433,0.32824,3.4114,3.411,0.48856,1.01,0.50204,131.8,0
0.1893,0.055406,0.82752,16.086,0,0.24258,4.4222,0.24258,4.5905,0.93726,3.8338,27.703,0.94459,15.925,0.054854,5644,0
0.82122,0.13557,0.91226,11.521,0,0.82122,9.471,0.82122,6.0675,0.82122,3.0659,35.504,0.86443,7.3686,0.086709,1061.8,0
0.10876,0.68682,-0.08675,0.84944,0,0.13983,0.2427,0.13983,0.23415,0.1316,3.7892,3.4427,0.41507,0.71258,0.57616,-533.91,0
0.2072,0.38884,0.37369,1.961,0.435,0.25526,0.65646,0.25526,0.73366,0.5793,4.4644,4.5623,0.5793,1.961,0.38884,10887,0
0.27336,0.25607,0.54696,3.136,0.58459,0.3529,1.3781,0.3529,1.526,0.71648,4.409,7.5744,0.71648,3.136,0.25607,14028,0
0.1395,0.39197,0.30013,1.8254,0.06187,0.17555,0.48279,0.17555,0.58822,0.58399,4.0171,6.0493,0.60803,1.6934,0.36362,3121.7,0
0.17248,0.44783,0.31877,1.7199,0.28569,0.21708,0.49022,0.21708,0.58065,0.52819,4.6199,5.3939,0.53321,1.7006,0.44281,13286,0
0.13859,0.68785,0.25326,1.7488,-0.014259,0.13859,0.40981,0.13859,0.21906,0.12434,4.0273,3.8,0.66181,0.85985,0.33819,2696.9,0
0.33037,0.025056,0.67993,28.136,0.80648,0.4102,16.371,0.4102,17.48,0.96087,5.1704,29.855,0.96087,28.136,0.025056,100670,0
-0.03223,0.67217,0.27679,1.5281,0,-0.028966,-0.05527,-0.028966,-0.006954,0.24253,4.9441,4.7156,0.32783,1.1915,0.52409,1.5281,0
0.062054,0.82317,-0.075494,0.86976,0.098109,0.074552,0.12861,0.074552,0.12571,0.11699,4.5565,1.514,0.3605,0.61247,0.57966,-2719.3,0
0.64276,0.25561,0.67645,3.6464,0,0.64276,2.5146,0.64276,3.6155,0.71838,3.2839,15.137,0.74439,3.6464,0.25561,1300.5,0
0.039063,0.77873,0.002538,1.0046,0.14921,0.061709,0.11133,0.061709,0.16422,0.20275,4.3122,3.0475,0.42717,0.71507,0.55431,52.08,0
0.36793,0.3066,0.39475,2.6353,0.66158,0.45869,1.9002,0.45869,1.7799,0.55625,4.0609,6.5738,0.62146,2.0748,0.24139,4541.8,0
