@relation cortex-nuclear

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute class {c-CS-s,c-CS-m,c-SC-s,c-SC-m,t-CS-s,t-CS-m,t-SC-s,t-SC-m}

@data
3.623263,8.883477,0.341901,-5.276142,-2.38277,-4.304158,-0.94148,-1.77851,0.541046,0.390517,-0.257453,0.112436,-0.59366,-3.196234,-1.217494,2.84291,1.308769,-0.767772,0.566754,-0.082645,0.305314,0.646297,0.589092,1.000422,-0.892289,-1.210228,1.24983,c-SC-m
4.684978,1.54158,-1.044249,2.831508,1.884357,2.267072,-0.272929,-0.516855,1.955995,1.043,0.560136,-0.17921,-0.941316,0.030254,-0.151901,0.121846,0.037344,-0.112745,0.130157,0.012295,-0.392533,-0.869324,-0.436342,0.38276,-0.629722,-0.403852,0.224664,c-SC-m
1.132852,0.770239,-3.108313,2.51988,1.305674,1.77379,-0.496358,-0.587585,1.983882,1.431812,0.157175,-0.252002,-0.424636,0.235028,-0.222562,0.081285,0.030659,0.000545,-0.245165,-0.039496,-0.584934,-0.747357,-0.545395,0.081124,-0.485093,0.037226,0.132652,c-SC-m
1.745812,1.06612,-2.947909,2.240513,1.580156,1.706773,-0.199383,-0.605393,1.720617,1.397654,0.545737,-0.028745,-0.613983,-0.047987,-0.09675,0.1695,0.201775,-0.458461,-0.393507,-0.321108,-0.138512,-1.11451,-0.540582,0.363935,-0.870628,-0.279308,0.483478,c-SC-m
1.519169,1.828361,-1.328869,2.237328,1.025896,1.588526,-0.681254,-0.840161,2.494776,1.036922,0.184545,-0.210108,-0.510842,0.40455,0.115319,0.154665,0.459906,-0.054783,0.131539,0.09611,-0.28022,-0.436141,-0.170742,0.141846,-0.30453,0.295471,0.256815,c-SC-m
-0.690283,1.698731,-2.159898,1.846033,1.10191,1.034485,-0.948519,-0.722258,2.494792,1.393948,0.080236,0.09507,-0.363452,0.509926,-0.150853,0.103549,0.524896,0.244958,-0.124997,0.291461,-0.338221,-0.532477,-0.266276,0.334717,-0.609689,0.06912,0.420365,c-SC-m
-0.403789,1.693858,-2.910641,1.910087,0.873113,0.89715,-0.935775,-0.924678,2.074452,1.213982,0.176833,0.344567,-0.375644,0.566606,0.238788,0.222965,0.422506,-0.170208,-0.371886,-0.133682,-0.353491,-0.702207,-0.191823,0.289577,-0.794209,-0.276665,0.938373,c-SC-m
0.214613,2.347992,0.001051,1.952097,1.123206,1.231723,-1.021089,-0.989014,2.276782,0.521354,0.153324,-0.034917,-0.635366,0.605221,-0.061561,0.076301,0.818064,-0.036909,-0.044438,0.466159,-0.162779,-0.132587,-0.02322,0.027766,-0.557658,0.044024,0.412066,c-SC-m
-2.220053,2.177449,-1.649433,1.592815,0.643962,0.7414,-1.340539,-1.087174,1.942558,0.931624,-0.096507,0.032232,-0.704263,0.640585,-0.373903,-0.07042,1.0719,0.244135,-0.302066,-0.103099,-0.229709,-0.627963,-0.399666,0.370228,-0.603772,-0.2537,0.675409,c-SC-m
-1.433705,2.278939,-1.786893,1.711684,0.559751,0.439426,-1.391104,-1.041687,2.096039,0.821304,-0.050794,0.617836,-0.637278,0.952409,-0.036518,-0.009551,0.842069,-0.467786,-0.411671,-0.026989,-0.528553,-0.806455,-0.133751,0.191151,-0.929181,-0.135674,0.939081,c-SC-m
-1.408756,3.049364,0.104885,0.943163,-0.232879,0.605049,-1.882443,-1.57862,2.821195,0.04344,-0.158402,-0.372323,-0.934693,1.29069,-0.145159,-0.633701,0.721512,-0.316188,0.08088,0.628985,-0.169047,0.034414,0.389089,0.467839,-0.595258,-0.117404,0.63858,c-SC-m
-2.725161,2.999251,-1.168466,0.471856,-0.733115,-0.097142,-1.748877,-1.333863,2.366645,0.613487,-0.279626,0.050006,-0.565732,1.020939,-0.268465,0.097193,1.399218,0.476634,-0.057263,0.630769,-0.357151,-0.180343,-0.011469,0.558294,-0.825017,-0.132474,0.974007,c-SC-m
-3.946281,2.730981,-1.887508,0.828053,-0.595743,-0.14603,-1.601215,-1.536641,2.023403,0.546214,-0.115273,-0.119005,-0.816251,0.635017,-0.18996,-0.109951,1.272532,0.374806,-0.409146,0.486715,-0.10927,-0.382911,-0.002943,0.208662,-0.314601,-0.013753,0.406166,c-SC-m
-1.240275,4.140169,1.198727,0.525109,-1.518715,0.186617,-2.13809,-1.985262,2.074234,-0.478658,-0.274795,-0.793298,-0.589529,0.803382,-0.578051,-0.170481,0.604064,-0.325948,0.28044,0.865669,-0.764271,-0.107135,0.24943,0.059479,-0.298087,-0.121131,0.353723,c-SC-m
-2.571125,4.060552,-1.003964,0.277008,-1.359674,-0.241357,-2.051086,-2.240085,2.442014,-0.434767,-0.115869,0.109784,-0.522252,0.985743,-0.664578,-0.295317,1.550352,0.783658,-0.207829,0.675351,0.256804,-0.137739,-0.792386,0.517985,-0.301759,-0.485315,1.114241,c-SC-m
-2.44671,4.116721,-0.355002,0.069687,-0.967206,-0.637478,-1.816872,-1.771355,2.324231,-0.318859,-0.044004,0.416488,-0.719903,0.862885,-0.312093,-0.177864,1.461777,0.330266,-0.050652,0.615815,-0.061132,-0.402317,-0.046901,0.180823,-0.612209,-0.328162,0.94037,c-SC-m
0.721937,1.892111,0.16609,4.450225,-0.733881,2.710435,-0.596877,-0.947159,2.568967,1.983838,-1.592836,-3.003761,-1.129993,-0.024858,0.816872,-0.810485,0.103494,-0.187371,0.262868,-0.74026,-0.395038,0.879604,-0.043659,0.403442,-0.392489,0.007531,-0.259703,c-SC-m
1.328062,1.563707,0.393132,4.572594,0.351042,3.066775,-0.532278,-0.764907,2.477541,1.21742,-1.398423,-1.621575,-0.91049,-0.255217,1.009591,-0.685667,-0.190232,0.13936,0.125336,-0.801475,-0.579041,0.169229,-0.350486,0.222342,-0.200442,-0.354574,-0.153868,c-SC-m
0.3732,1.704472,-0.940548,4.180798,0.492475,2.45089,-0.459752,-0.957979,1.847224,1.286527,-1.119346,-0.926855,-0.89956,-0.329021,0.724582,-0.737895,0.404515,0.691813,-0.199275,0.054782,-0.474857,0.270709,-0.347723,-0.01453,-0.512747,0.035306,-0.319508,c-SC-m
1.004142,2.396472,1.134743,4.098827,-1.31157,2.743876,-0.651683,-1.116857,3.241596,1.524938,-1.387467,-2.078932,-0.434192,0.267932,1.215931,-0.381952,0.132778,-0.537964,0.266201,-0.768147,-0.269709,1.088634,0.168935,0.37026,-0.15338,0.411843,0.368354,c-SC-m
-1.662245,2.055128,-0.470289,4.103352,-0.128749,2.438384,-0.406059,-1.164517,2.377696,1.463974,-1.005665,-1.566695,-0.037919,0.420853,1.448567,-0.782562,0.601664,0.489775,0.63765,0.461536,0.118599,0.572753,0.068275,-0.045766,-0.476783,0.594284,-0.223819,c-SC-m
-1.387491,1.885275,-0.122953,3.603782,0.455411,1.912461,-0.673145,-0.759466,2.048161,0.950942,-1.006652,-0.325646,-0.422605,-0.047512,1.029699,-0.224663,0.186097,0.208596,0.392832,0.047936,-0.492448,0.458895,-0.0881,0.367223,-0.552999,0.476848,0.310791,c-SC-m
-1.511306,3.292412,1.530914,3.51001,-1.519373,2.119586,-0.770617,-1.246575,2.518412,1.907366,-1.086263,-2.05633,0.264474,0.502575,1.457958,-0.196302,0.95094,-1.00302,-0.091126,-0.51392,0.134833,0.761887,0.407688,-0.026132,-0.424598,0.484414,0.408326,c-SC-m
-2.133805,2.981878,1.327201,3.805454,-0.23684,2.056755,-0.418937,-1.10617,1.687805,1.115969,-0.704726,-1.051855,0.292406,0.183922,1.15438,-0.180362,1.040035,0.039494,0.271845,0.033086,-0.139558,0.572239,-0.053604,-0.061492,-0.215001,0.261169,0.438999,c-SC-m
-2.976647,2.807149,1.051916,3.534038,-0.071788,1.631263,-0.909708,-1.027279,1.490566,1.090964,-0.995584,-0.340195,-0.139803,0.034681,0.428994,-0.050043,0.841428,0.244031,0.192769,0.124284,-0.573327,0.379362,0.197245,0.154629,-0.558432,-0.113837,0.275485,c-SC-m
-3.331311,3.782512,2.041553,2.909282,-2.549222,1.90662,-0.699167,-1.742461,2.145359,1.521141,-0.785786,-2.538715,0.417761,-0.242828,1.438701,-0.058976,1.93522,-1.210182,0.168945,-0.177157,0.780364,1.021929,0.260696,-0.279453,-0.921133,0.130287,-0.036098,c-SC-m
-2.792113,4.168971,2.463293,3.315722,-1.069387,1.436436,-0.467487,-1.404973,0.860288,0.995075,-0.474065,-0.689549,0.258575,-0.133243,0.843233,-0.564252,1.306705,0.426923,0.449169,0.599343,0.085839,0.636673,0.719029,-0.106492,-0.411832,-0.142598,0.193503,c-SC-m
-3.779875,4.05935,1.398142,2.863202,-0.627754,1.056268,-0.325063,-1.095176,0.389009,1.312536,-0.451555,-0.572194,-0.015411,-0.063624,0.555994,-0.533257,1.049339,0.800234,0.356955,0.398085,0.239011,0.320428,0.335582,-0.603432,-0.322114,-0.040588,-0.1629,c-SC-m
-3.878312,5.522889,2.739225,3.187342,-3.200111,1.118345,-0.929359,-2.188835,1.389975,1.310712,-0.459432,-1.662428,1.116451,0.121422,0.676959,-0.053823,2.230176,-1.061457,-0.573598,-0.440691,0.240105,1.23737,1.100291,-0.641265,-0.4295,-0.325457,0.762109,c-SC-m
-4.611966,5.682157,1.789415,2.708634,-3.719799,1.024617,-0.940987,-2.775569,0.334565,1.274738,-0.929045,-0.779341,0.948094,-0.140929,0.189174,-0.032278,2.074074,0.951502,-0.147673,0.312219,0.027335,0.884924,0.384239,-1.030296,-0.179086,0.204369,0.058616,c-SC-m
-2.952446,5.886903,2.941143,3.033605,-3.121206,0.881736,-0.990097,-2.656379,0.27315,0.431083,-0.842725,-0.719987,0.48469,-0.202789,-0.159217,-0.359078,1.120091,0.654755,0.48661,-0.503094,-0.767743,0.462891,0.250336,-0.397493,-0.268839,-0.604973,0.503885,c-SC-m
-1.499683,0.962541,-0.347949,3.44164,2.366562,0.318805,1.003009,-0.97364,-1.259924,0.012177,0.820725,-1.15011,0.517912,0.076033,-0.0902,0.163921,-0.783049,-0.117388,-0.368649,-0.041219,-0.918744,0.895773,-0.498008,0.090236,0.044252,-0.781519,-0.093584,c-SC-m
-1.675177,1.146449,-0.732277,3.534831,2.101618,0.398799,1.004679,-1.355018,-1.469334,0.237812,0.672145,-1.494725,0.74762,0.07948,0.080638,0.033118,-0.749792,-0.063738,-0.468211,0.1054,-0.876219,0.982193,-0.277276,-0.19165,-0.108445,-0.960713,-0.043462,c-SC-m
-2.626693,0.82136,-0.889065,3.570175,2.087938,0.242009,0.899058,-1.178116,-1.533974,0.414589,0.780938,-1.43557,0.514626,0.261238,-0.190179,0.296662,-0.831337,-0.101587,-0.34062,0.006279,-0.825414,1.153932,-0.661132,0.234268,-0.207365,-0.773891,0.150326,c-SC-m
-3.539442,1.368281,1.268288,3.571097,2.459267,0.121724,0.74888,-0.840703,-0.971123,-0.17525,0.97951,-0.598273,0.57786,0.269429,-0.073996,0.268194,-0.662386,-0.486019,-0.29248,0.22797,-1.118437,0.880187,-0.147449,0.466444,0.015432,-0.428076,0.099834,c-SC-m
-3.745044,1.612099,0.493416,3.658936,2.15357,-0.003384,0.816537,-1.206497,-1.193115,-0.028307,0.682307,-0.762638,0.71861,0.396214,0.001627,0.606531,-0.619895,-0.200217,-0.158888,0.557073,-1.017352,1.16781,-0.0407,0.248121,-0.343262,-0.620066,0.411349,c-SC-m
-4.252321,1.254772,0.478252,3.548399,2.163384,-0.020863,0.597126,-1.183476,-1.348631,0.081926,0.894888,-0.753074,0.839289,0.41261,-0.168103,0.331555,-0.781227,-0.387001,-0.387718,0.341137,-0.865135,1.041083,-0.066265,0.079721,-0.406572,-0.369886,0.050229,c-SC-m
-5.153821,2.003291,1.989986,3.126257,2.310796,-0.276218,0.55176,-0.568054,-1.029821,-0.005218,0.782698,-0.275703,0.836868,0.168028,-0.012864,0.281177,-0.628923,0.095378,-0.188791,0.634631,-0.733068,0.77336,-0.284762,0.380224,-0.065756,-0.197256,0.43513,c-SC-m
-5.613995,2.223341,1.53532,3.428343,1.796349,-0.202435,0.640216,-0.973332,-1.716031,0.129146,0.703635,-0.612237,0.754734,0.206605,-0.225011,0.260737,-0.696982,0.06688,-0.253479,0.640348,-0.726865,0.951192,-0.009215,0.128299,0.095218,-0.476763,0.314908,c-SC-m
-4.233279,2.5655,1.481465,3.3469,1.752142,-0.371508,0.6586,-1.378463,-1.891266,-0.058164,0.858258,-0.623275,0.839484,0.187182,-0.078456,0.470551,-0.674654,-0.30142,-0.097121,0.454926,-0.87486,1.214081,-0.098268,-0.016588,-0.264684,-0.119775,0.064642,c-SC-m
-3.642884,3.867057,2.749326,3.068436,1.463011,-0.716455,0.893006,-1.619328,-2.32215,-0.038346,1.319943,-0.088966,1.262476,-0.040255,-0.095422,-0.073376,-0.253844,0.177373,-0.036184,0.407147,-0.852966,0.758143,0.21942,-0.089581,0.209785,-0.012575,0.35162,c-SC-m
-4.808173,3.781441,2.176426,2.86812,0.841445,-0.622635,0.685518,-1.773529,-2.387484,0.012738,0.85791,-0.465713,1.042374,0.042754,-0.171725,0.112689,0.102773,0.246672,-0.122794,0.682051,-0.786333,1.090349,-0.090896,-0.23216,-0.185768,-0.051924,0.013328,c-SC-m
-5.245316,3.94069,1.512325,2.578335,0.5402,-1.153495,0.735037,-1.868644,-2.615039,-0.088681,1.008425,-0.883622,0.90615,-0.090657,-0.37165,0.184504,-0.213145,0.321008,0.190289,0.672224,-0.899462,1.252998,-0.07489,0.018621,-0.056796,-0.16326,-0.005325,c-SC-m
-2.421748,5.106677,5.102294,3.524904,0.543521,-0.673848,0.843081,-2.463438,-2.358578,-0.595975,1.580724,0.327894,1.345648,-0.162586,-0.503708,-0.003214,-0.117909,0.195815,0.534236,-0.041371,-0.852435,0.324549,0.89496,-0.053507,0.32053,-0.314577,1.364305,c-SC-m
-3.97653,5.473827,3.854664,3.309567,-0.115581,-0.650486,0.633618,-2.701905,-2.880074,-0.458525,1.177484,-0.292159,1.365066,-0.414083,-0.034648,0.381911,-0.570136,0.409378,0.138108,0.274128,-0.581525,0.755844,0.762882,-0.262448,0.022107,-0.397836,0.185586,c-SC-m
-5.299966,5.058647,2.419837,2.79273,-0.223954,-0.829586,0.319447,-2.674775,-3.02025,-0.028369,1.132736,-0.414222,1.363939,-0.439408,-0.307494,0.460288,-0.263353,0.621766,-0.049755,0.320202,-0.952938,1.028739,0.47068,-0.358323,-0.223281,-0.042994,-0.303672,c-SC-m
1.947977,1.496217,-0.950795,1.14435,3.761005,0.214618,0.863012,1.549874,-0.069972,0.410779,0.203086,0.115967,0.289347,-0.380886,0.403643,-0.887078,0.765851,0.537474,-0.640083,0.183581,-0.303743,0.235741,0.065821,-0.492136,-0.059153,-0.431628,0.102724,c-SC-m
2.1835,1.654233,-0.862503,1.32232,3.860741,0.127928,1.029375,1.463628,-0.379815,0.439031,0.423599,0.015648,0.000785,-0.491545,0.358546,-0.858706,0.70146,0.759972,-0.049251,-0.01113,-0.373933,0.210421,-0.277529,-0.280659,-0.054436,-0.661307,-0.104815,c-SC-m
4.663861,1.987715,0.760022,1.858576,4.907219,0.199453,1.239349,1.743975,-0.334696,-0.191281,0.840662,0.416395,-0.161548,-0.605453,0.011721,-0.696118,0.659853,-0.273472,-0.488302,0.35536,-0.566997,0.488779,-0.229455,-0.191078,-0.223053,-1.031902,-0.055479,c-SC-m
0.539013,1.568274,-1.292356,0.561221,3.149591,-0.369739,0.44471,1.36768,0.287744,0.679408,0.012159,0.463624,0.340661,-0.19847,0.590969,-0.639082,0.960023,0.97116,-0.396091,-0.110137,0.010913,-0.000526,0.032019,-0.368117,0.205904,-0.233734,0.403626,c-SC-m
1.565797,1.873742,-0.538673,0.385748,3.625036,-0.446732,0.570818,1.617456,0.073529,0.535142,0.240331,0.37575,0.254564,-0.274699,0.448982,-0.627359,0.51701,0.734232,-0.206498,-0.090352,-0.37494,0.227714,-0.07543,0.085226,-0.034979,-0.433857,0.376103,c-SC-m
2.802154,2.374957,-0.25667,0.495995,3.873275,-0.858961,0.757171,1.559727,-0.073677,0.35678,0.349997,0.387733,-0.057669,-0.410415,0.530834,-0.535875,0.119081,0.618353,-0.158885,0.254026,-0.226179,0.63898,0.332172,0.057297,0.093256,-0.357856,0.04453,c-SC-m
-0.358664,2.281809,-0.730118,-0.696841,2.827622,-1.101796,0.2655,1.217842,0.405215,0.687287,-0.390236,0.392313,0.218688,-0.30537,0.561431,-0.67226,0.355271,0.731674,-0.476058,-0.542854,-0.227404,0.246302,0.451111,-0.057111,0.004308,0.04521,0.285946,c-SC-m
0.756998,2.667952,-0.657747,-0.502295,2.672435,-1.386456,0.353238,1.394073,0.075201,0.742132,-0.314851,0.131482,0.120495,-0.433438,0.695452,-0.522504,0.41078,0.669423,-0.225058,-0.241065,-0.465322,0.429092,0.423157,0.118131,0.030973,-0.119422,0.057182,c-SC-m
-0.696277,2.284679,-0.5539,-0.303772,3.009496,-1.565239,0.241391,1.705022,0.052731,0.624394,-0.178184,0.325869,0.022957,-0.12299,0.514851,-0.567951,0.078244,0.391654,-0.477623,0.021436,-0.47625,0.744999,0.732644,-0.179324,-0.095866,0.032818,0.036153,c-SC-m
1.263462,3.711688,0.801085,-1.182913,2.587403,-1.764337,0.043701,1.600204,-0.057734,0.398595,-0.030939,0.793473,0.493151,-0.190386,-0.061299,-0.354434,0.370187,0.784106,-0.783662,-0.597505,-0.569913,0.128709,0.175747,0.033837,0.534812,-0.211476,0.180844,c-SC-m
2.886422,3.763927,1.137889,-1.073436,2.738154,-1.817984,0.314914,1.563197,-0.251036,0.341095,-0.10736,0.614904,0.095218,-0.577997,0.426529,0.051639,0.353448,0.611048,-0.055082,-0.41764,-0.428611,0.450959,0.396326,0.006079,0.318753,-0.167915,0.229168,c-SC-m
1.176605,3.568173,1.183842,-1.051869,3.306441,-2.314279,-0.164088,1.921042,0.26098,0.572523,0.120871,0.668203,0.351562,-0.382512,-0.101529,-0.826913,-0.016588,0.562353,-0.507432,0.170683,-0.584119,0.522134,0.867799,0.260174,0.251747,0.285807,0.312293,c-SC-m
-0.451295,3.531702,-1.300041,-1.766119,1.7371,-2.583146,0.107237,1.320033,-0.660778,1.065245,-0.655485,0.774903,0.223128,-0.539908,-0.320424,-0.68228,0.682142,0.697836,-1.875275,-1.777737,-0.462775,0.392286,1.147904,-1.175896,0.618422,-0.008956,0.079272,c-SC-m
-0.614336,2.873733,-2.468587,-0.691817,1.744732,-0.893165,-0.164863,-1.021127,3.441843,-3.872098,0.537251,0.223611,-0.738853,2.400298,-2.448202,-3.564265,-0.633877,0.075533,-3.987373,-4.863677,4.406935,4.046715,-1.069039,-2.73167,-0.335106,-0.61763,-0.335661,c-SC-m
5.166746,4.209266,2.043714,-1.37489,2.606017,-3.282453,1.45751,1.024379,-0.250933,0.760369,-0.440336,0.680312,-0.074189,-1.894099,-0.367554,-0.340718,0.89356,-0.627675,-2.04368,-1.755092,-0.153709,-0.128401,1.802882,-1.27472,1.794604,0.531608,1.524538,c-SC-m
2.459252,0.529513,-2.913291,2.044826,2.556781,0.360864,0.221485,1.202964,0.727709,1.237704,-0.176337,-0.236903,1.423446,-0.307833,0.253094,-0.926701,0.044428,-0.233356,-0.298535,0.032494,-1.15544,0.224154,0.119654,0.60833,0.099922,-0.78746,0.353955,c-SC-m
3.632825,0.205245,-5.178692,2.624504,1.149846,1.837719,-0.712487,-2.336174,5.723551,-5.030224,0.543754,-0.794519,-0.785775,3.585957,-2.364804,-4.710711,-1.475426,-0.340894,-3.297873,-4.116594,4.890041,5.566761,-2.527107,-0.752166,-1.237698,-1.530943,-0.47267,c-SC-m
2.584791,0.276392,-2.264515,1.974057,2.437633,0.09081,0.408479,1.381272,0.659634,1.54936,-0.349472,-0.486675,0.784394,-0.408573,-0.3824,-0.525452,0.293676,0.137801,-0.166027,-0.047739,-1.063285,0.322209,0.288942,0.653802,-0.027103,-0.465664,0.593185,c-SC-m
1.669083,1.133172,-2.933302,0.99301,1.755548,-0.389724,-0.042446,1.037709,0.764743,1.132661,-0.476942,0.127948,1.300286,0.24044,0.668997,-1.065334,0.60276,0.187966,-0.435907,-0.143374,-1.127402,0.145228,0.336897,0.33945,0.33891,-0.394934,0.46403,c-SC-m
1.662247,1.140055,-3.268209,1.600886,1.61866,0.165854,-0.259889,-0.202323,2.015446,-0.991356,0.142885,-0.204097,0.232065,1.480546,-0.772772,-2.236881,0.022869,0.038085,-1.543899,-1.510901,0.968886,2.181687,-0.844907,-0.21484,-0.219296,-0.50488,0.041841,c-SC-m
-0.202067,0.994968,-2.286883,1.640187,1.786825,-0.337889,0.006594,1.029678,0.236954,1.649928,-0.491273,-0.539365,0.877046,0.172287,-0.290811,-0.806813,0.17966,-0.026847,-0.178663,-0.194525,-1.418228,0.472749,0.133199,0.367171,0.156213,-0.15886,0.224973,c-SC-m
-1.367725,1.537318,-1.9487,0.31426,2.152136,-1.33658,-0.339312,1.659883,0.220238,1.126379,-0.501566,0.280686,0.738591,0.123358,-0.015602,-1.04653,0.253366,0.278889,-0.363057,0.159675,-0.941103,0.421743,0.010008,0.252229,0.545207,-0.525181,0.602012,c-SC-m
-0.568034,1.715704,-1.556301,0.800534,2.591621,-1.307954,-0.115866,1.684394,-0.209893,1.158737,-0.625695,0.159114,0.528353,-0.111405,0.374333,-0.844019,0.257527,0.117054,-0.652899,-0.007286,-0.739618,0.643668,0.211086,0.079807,0.254448,-0.460657,0.427536,c-SC-m
0.143918,1.785122,-0.863144,0.585556,2.431545,-1.329616,-0.360278,1.981911,0.208641,1.262823,-0.688523,0.059341,0.389599,-0.02875,0.002995,-0.729276,0.407151,0.193075,-0.217816,-0.002657,-1.100437,0.721439,0.365942,0.35898,-0.129518,-0.481876,0.347906,c-SC-m
-3.77074,1.24195,-2.317648,-1.576396,0.759379,-1.69839,-0.810599,0.881166,0.317555,1.328191,-1.116129,-0.408444,1.717305,0.503553,0.594437,-0.533556,-0.153156,0.013898,-0.854639,-0.171927,-0.562873,0.727611,0.012481,0.149032,-0.370615,0.199892,0.173801,c-SC-m
-0.387366,1.945581,-1.063419,-1.775411,0.919619,-1.808592,-0.607555,1.053124,0.346318,0.813235,-0.782237,-0.453669,1.534465,0.060027,0.316093,-0.578998,-0.768118,-0.209808,-0.467277,-0.178747,-0.846418,0.783949,0.153839,0.472355,-0.042219,-0.397414,0.270632,c-SC-m
-1.594062,1.825784,-1.109441,-1.584351,1.045687,-1.917359,-0.478676,0.5922,-0.424627,0.573508,-0.936643,-0.509636,0.90444,0.012447,0.439097,-0.094036,-0.68556,-0.620368,-0.233336,0.197948,-0.861145,0.902226,0.079171,0.382114,-0.228125,-0.175678,0.290644,c-SC-m
-1.101041,3.558505,-1.078643,-2.76897,0.666674,-3.10727,-0.994852,0.883403,-0.465218,0.751223,-0.513316,0.92904,1.563089,0.125384,-0.40526,-0.154112,-0.042136,-0.361124,-1.312563,0.286068,-0.566897,0.393685,0.36348,0.287465,0.28555,-0.366534,1.00254,c-SC-m
2.142797,4.067411,-0.413316,-2.572963,2.512191,-3.709819,-0.981107,-0.053878,-2.477783,-0.481033,1.178575,2.356465,1.414366,0.362028,-2.264102,-1.77824,-3.154941,2.302264,2.356682,-0.221036,-2.261117,1.330586,-0.115336,1.466169,0.241596,0.108046,0.923282,c-SC-m
0.444625,3.711454,-0.256718,-2.734797,0.882734,-3.29229,-0.898677,0.763156,-0.307425,0.316694,-0.923239,0.549486,1.94178,0.006714,-0.018311,-0.00221,-0.227108,-0.382465,-0.168692,0.415878,-0.353761,0.954156,0.212549,0.519877,0.209247,-0.810845,1.123503,c-SC-m
6.192846,-2.512882,1.857053,1.357401,0.586791,2.272239,-0.43822,0.60239,-0.934822,0.708802,0.271365,1.287958,-1.408502,-1.543076,-1.982383,0.1303,0.007037,-0.07251,0.995653,0.929628,2.344746,0.150562,-0.012657,-0.415094,-0.508997,-0.467787,-0.436247,c-CS-s
8.047574,-1.936293,2.224179,1.312301,0.148768,2.037362,-0.343464,0.42387,-0.914415,0.934964,0.28473,0.779596,-1.302524,-1.642554,-1.969941,0.06842,-0.033944,0.154563,1.235248,0.700133,2.439935,-0.031422,0.013993,-0.361682,-0.137605,-0.686947,-0.482436,c-CS-s
9.282075,-1.88061,3.635491,1.96346,0.283019,2.483722,-0.249259,0.486891,-0.867128,0.792785,0.190907,0.773891,-1.04276,-1.952906,-1.972559,0.36565,-0.683277,-0.166244,1.395783,0.708096,2.582862,0.287717,0.039324,-0.635934,-0.170854,-0.907169,-0.292937,c-CS-s
4.448104,-1.353728,2.748324,0.480124,1.181195,2.339387,-0.577987,0.331574,-0.531228,0.959138,-0.167714,1.290288,-0.854278,-0.496997,-1.098341,-0.235381,-0.646603,-0.068287,0.897025,0.953795,1.91652,-0.009053,0.038469,-0.211884,-0.078618,-0.521189,0.045305,c-CS-s
4.741384,-1.149134,2.747223,0.537462,0.211167,2.532993,-0.782088,-0.1067,-0.611947,1.196624,-0.330769,0.51507,-0.955582,-0.756224,-1.283624,-0.292265,-0.48753,0.153629,1.259857,0.958297,2.124925,-0.184629,-0.435601,-0.115544,0.14387,-0.577502,0.0597,c-CS-s
7.246491,-0.734283,4.29866,0.932502,0.640608,2.805911,-0.595777,-0.115041,-0.725239,1.026311,-0.143603,0.332863,-0.837414,-1.197587,-1.051548,-0.006218,-0.780368,-0.439108,1.235326,0.872412,2.222018,-0.033324,-0.343614,-0.129913,-0.094096,-0.870478,0.164128,c-CS-s
1.334756,-0.504303,4.099238,-0.810116,1.685742,2.498464,-1.050084,0.432656,-0.092671,0.937666,-0.440103,1.127637,-0.040744,-0.245136,-1.093172,-0.196752,-1.195004,-0.483606,1.006286,1.110328,1.690255,0.350435,0.092889,-0.152268,0.154893,0.029569,0.236229,c-CS-s
3.020805,0.146895,4.967464,-0.805341,1.001058,2.689374,-1.111591,-0.180079,-0.108334,0.981426,-0.558474,0.783904,-0.497421,-0.526465,-0.914421,-0.57347,-1.011465,-0.334065,1.070036,1.049062,1.545147,-0.200455,-0.040326,0.063429,0.724923,0.095541,0.395703,c-CS-s
5.823612,0.53581,6.334358,-0.398926,0.924206,3.366502,-1.172838,-0.38897,0.063597,1.069311,-0.499944,0.407661,0.013421,-0.602756,-0.729603,-0.35132,-0.918519,-0.837419,1.365194,0.842006,1.86543,-0.00681,-0.13325,0.067857,0.547614,-0.274815,0.900324,c-CS-s
2.54326,0.861579,4.626263,-1.360143,0.278322,1.443205,-1.145812,-0.322499,-0.279326,1.22905,-0.464824,0.857999,0.257787,0.123924,-0.820746,0.060824,-0.671484,-0.350407,1.251579,0.566013,1.197693,0.165363,-0.322285,0.127497,-0.338758,-0.271318,0.478515,c-CS-s
3.404791,1.278086,4.994817,-1.597499,-0.578928,1.615767,-1.236018,-0.571866,-0.556868,1.383449,-0.470385,0.607848,-0.056053,-0.388975,-0.972811,-0.020475,-0.584246,-0.375034,1.305347,0.434071,1.206203,-0.231598,-0.459874,0.077291,0.578376,-0.213786,0.407484,c-CS-s
4.875476,1.531469,6.154689,-1.061683,-0.751805,2.065884,-1.354022,-0.823433,-0.484836,1.502709,-0.401904,0.296727,0.413064,-0.355736,-0.849972,0.068341,-0.275735,-0.483467,1.513535,0.458071,1.369599,-0.182181,-0.471211,0.118068,0.590567,-0.402868,0.765383,c-CS-s
