@relation 'biodegradation-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11,22-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R3,14,21'

@attribute x1 numeric
@attribute x3 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x24 numeric
@attribute class {RB,NRB}

@data
4.882,44.4,4,0,-2.254,3.451,1.258,10.136,1.053,1.116,1.194,2.288,20.766,2.011,0,2,3.762,0,RB
4.844,50,3,0,-0.439,3.716,0.625,10.35,1.015,1.104,1.266,2.286,11.622,3.405,0,1,3.736,0,RB
4.77,38.5,0,0,4.722,3.131,1.185,9.882,0.964,1.128,1.264,2.236,0,1.74,0,0,3.533,0,RB
4.675,33.3,0,4,0,3.343,0,9.971,0.967,1.141,1.185,2.236,0,2.829,4,1,3.269,1,RB
4.645,45.7,3,0,0,4.173,0,10.642,0.993,1.107,1.297,2.236,0,3.604,0,0,3.957,0,RB
4.679,44.4,2,0,0,3.233,1.261,9.715,1.011,1.116,1.246,2.222,10.219,1.695,0,0,3.67,0,RB
4.863,54.5,0,0,0,4.043,0.569,10.135,0.984,1.087,1.381,2.3,0,2.241,0,0,6.879,0,RB
4.481,33.3,2,0,-0.065,2.566,0.929,9.053,1.047,1.139,1.127,2.136,9.677,0.964,0,0,3.454,0,RB
4.414,38.5,2,0,0,2.895,1.203,9.209,1.023,1.128,1.241,2.152,0,1.496,0,1,3.637,0,RB
4.303,33.3,2,0,-0.046,2.709,0.862,9.067,1.025,1.139,1.166,2.115,10.021,0.956,0,0,3.416,0,RB
4.875,35.3,3,0,-0.444,3.12,1.233,9.856,1.03,1.135,1.19,2.288,21.128,1.585,0,0,3.588,0,RB
4.414,30.8,3,0,-0.549,2.875,0.917,9.459,1.049,1.144,1.119,2.199,10.009,1.101,0,0,3.512,0,RB
4.882,41.2,4,1,-2.476,3.459,1.258,10.136,1.069,1.127,1.179,2.288,20.641,2.011,4,2,3.785,1,RB
4.17,20,2,0,-0.968,2.533,0.971,8.597,1.052,1.175,1.032,1.848,9.243,1.542,1,3,3.326,1,RB
4.414,27.3,2,0,-0.657,2.915,0.917,9.459,1.067,1.166,1.127,2.199,20.069,1.101,2,2,3.556,2,RB
5.076,38.1,3,2,0,3.418,1.258,10.189,1.029,1.133,1.204,2.352,10.46,1.244,3,2,3.821,1,RB
4.655,25,3,2,-1.641,3.198,1.761,9.723,1.036,1.164,1.1,2.107,20.135,2.989,3,5,3.445,2,RB
3.414,33.3,0,0,0,2.631,1,7.408,0.997,1.132,1.291,1.618,0,1.707,0,0,3.567,0,RB
4.303,21.4,3,0,0,2.648,1.459,8.815,1.037,1.164,0.995,1.932,0,1.745,0,3,3.102,0,RB
4.303,23.1,2,0,0,2.913,1.459,8.815,1.039,1.156,1.09,1.932,0,1.745,0,2,3.579,0,RB
4.214,23.5,1,0,0,2.587,1.459,8.755,0.991,1.164,1.127,1.902,0,2.052,1,1,3.077,1,RB
3.732,20,2,0,0,2.616,1.585,8.16,1.019,1.172,1.024,1.802,0,2.488,1,3,2.938,1,RB
3.414,33.3,2,0,0,2.39,1,7.408,1.09,1.139,1.171,1.618,17.611,1.707,0,0,3.218,0,RB
4.236,32.1,2,0,-0.654,3.751,3.122,10.004,0.974,1.141,1.193,2,10.334,8.008,0,1,3.329,0,RB
4.462,32.3,4,0,-0.287,3.997,3.524,10.224,0.984,1.141,1.173,2.088,11.373,9.6,0,2,3.384,0,RB
4,22.2,1,0,-0.333,2.306,0.811,8.318,1.022,1.171,1.113,1.732,9.222,1,1,2,3.281,1,RB
4.372,29.2,3,0,-0.233,3.138,1.922,9.494,1.007,1.147,1.136,2.031,10.251,3.412,0,0,3.355,0,RB
4.382,33.3,2,0,-0.013,3.935,3.554,10.06,0.973,1.138,1.203,2.051,11.42,9.36,0,0,3.366,0,RB
4.17,33.3,2,0,-0.981,2.57,0.971,8.597,1.047,1.139,1.147,1.848,9.25,1.542,0,1,3.396,0,RB
4.346,33.3,2,0,-0.33,3.048,1.975,9.16,0.998,1.139,1.181,2,10.346,3.165,0,0,3.423,0,RB
4.644,36.8,2,0,0.048,3.09,1.837,9.467,1.004,1.131,1.223,2.084,10.532,2.732,0,0,3.529,0,RB
4.645,23.1,2,4,-0.987,3.347,2.117,9.828,1.018,1.173,1.104,2.098,10.217,4.049,3,7,3.432,4,RB
4.645,34.1,12,0,-0.966,5.043,1.182,11.662,0.989,1.137,1.173,2.475,38.399,11.072,0,0,3.58,0,RB
3.902,33.3,0,1,0,3.092,2.322,8.881,0.969,1.141,1.233,1.919,0,4.086,1,0,3.24,1,RB
3,33.3,0,0,0,2.081,0.918,6.594,0.998,1.152,1.303,1.414,0,1.333,1,0,3.201,1,RB
4.362,33.3,2,1,-0.449,2.997,1.906,9.059,1.027,1.144,1.205,2,10.198,2.524,1,0,3.441,1,RB
4.5,32,3,0,0,4.808,4.3,10.919,0.967,1.14,1.211,2.121,0,10.634,0,0,3.939,0,RB
4.593,42.1,1,2,-0.036,3.222,1.461,9.665,0.998,1.125,1.264,2.175,10.502,2.298,3,1,3.599,1,RB
4.499,41.2,0,2,0,2.976,1.125,9.311,0.979,1.127,1.257,2.136,0,1.481,1,2,3.554,1,RB
4.596,42.9,2,0,0,3.025,0.875,9.54,1.022,1.119,1.223,2.175,0,1.069,0,2,3.651,0,RB
4.517,42.1,1,0,0,3.086,1.409,9.391,0.987,1.12,1.252,2.149,0,2.036,0,0,3.574,0,RB
4.607,38.9,1,2,0,3.105,1.187,9.631,0.998,1.132,1.227,2.194,0,1.544,2,2,3.643,1,RB
4.499,50,1,0,0,3.027,1.125,9.311,0.998,1.104,1.291,2.136,10.006,1.481,0,0,3.592,0,RB
4.732,47.1,1,0,0.121,3.127,1.187,9.642,0.992,1.11,1.286,2.194,10.645,1.659,0,0,3.652,0,RB
5.072,38.1,4,0,-0.942,3.863,2.341,10.435,1.001,1.129,1.206,2.351,23.889,4.023,0,0,3.794,0,RB
5.075,36.4,4,0,-0.888,4.159,2.681,10.794,0.986,1.132,1.21,2.357,25.14,5.828,0,0,3.795,0,RB
4.842,41.2,4,2,-1.093,3.483,1.258,10.136,1.069,1.127,1.199,2.278,30.593,2.113,2,1,3.849,1,RB
5.021,38.9,5,0,-1.291,3.45,1.124,10.277,1.072,1.127,1.147,2.343,10.313,1.623,0,4,3.834,0,RB
4.499,53.8,0,2,0,3.047,1.125,9.311,0.99,1.102,1.337,2.136,0,1.481,1,0,3.636,1,RB
4.414,30,0,2,0,2.736,0.802,9.183,0.97,1.149,1.165,2.101,0,0.975,2,2,3.143,1,RB
5.099,35.1,2,0,1.47,3.533,1.938,10.469,0.983,1.135,1.209,2.236,10.55,3.879,0,1,3.429,0,RB
4.791,45,1,0,0,3.211,1.461,9.725,0.987,1.114,1.29,2.231,0,1.917,0,1,3.661,0,RB
4.842,54.5,0,0,0,3.414,0,9.955,0.974,1.094,1.336,2.278,0,2.113,0,0,3.711,0,RB
4.303,30,3,0,-0.546,2.745,0.862,9.067,1.075,1.146,1.101,2.115,9.799,0.956,0,0,3.464,0,RB
4.414,41.7,1,1,-0.053,2.898,0.802,9.183,1.016,1.128,1.25,2.101,10.214,0.975,2,1,3.523,1,RB
4,29.4,0,1,0,2.585,0,8.623,0.972,1.151,1.138,2,0,0.667,2,1,3.033,1,RB
4.918,21.7,2,10,0,3.482,1.116,10.266,1.045,1.184,1.136,2.376,20.532,1.651,4,0,3.535,6,RB
4.983,23.1,6,0,0,3.342,1.792,10.074,1.044,1.16,1.011,2.247,0,2.666,0,6,3.397,0,RB
4.383,32.6,2,0,0.022,4.136,3.882,10.272,0.97,1.14,1.199,2.058,11.783,11.382,0,0,3.366,0,RB
3.956,31.9,0,0,0,3.413,2.974,9.377,0.96,1.141,1.208,1.962,0,6.102,0,0,2.976,0,RB
3.848,25,0,2,0,2.824,2,8.584,0.975,1.163,1.134,1.879,0,3.284,2,4,2.918,2,RB
3.802,22.2,2,0,0,2.753,1.95,8.394,1.01,1.166,1.058,1.848,0,2.885,2,3,2.955,1,RB
4.399,32.6,4,0,-0.214,4.632,4.491,10.776,0.974,1.138,1.206,2.08,23.914,17.537,0,0,3.646,0,RB
4.334,33.3,2,0,-0.359,2.838,1.557,8.944,1.013,1.139,1.178,1.97,10.072,2.195,0,0,3.421,0,RB
4.347,33.3,2,0,-0.312,3.371,2.565,9.489,0.985,1.139,1.195,2.015,10.607,4.993,0,0,3.423,0,RB
4.414,44.4,3,0,-1.157,2.954,0.917,9.459,1.096,1.116,1.183,2.199,19.847,1.101,0,0,3.658,0,RB
4.17,33.3,0,2,0,2.499,0.971,8.597,0.979,1.145,1.271,1.848,0,1.542,1,0,3.33,1,RB
4,50,0,0,0,2.72,0,8.623,0.971,1.104,1.316,2,0,0.667,0,0,3.452,0,RB
4.499,43.8,1,0,0,2.99,1.125,9.311,0.991,1.117,1.253,2.136,0,1.481,0,0,3.573,0,RB
4.783,38.9,1,2,0,3.105,1.187,9.668,0.998,1.132,1.23,2.222,0,1.358,2,2,3.666,1,RB
5.31,58.3,2,0,-0.128,3.745,0.625,10.681,1.008,1.087,1.312,2.499,24.203,1.262,0,0,3.942,0,RB
4.977,32.4,6,0,-0.347,4.201,3.866,10.735,0.992,1.14,1.166,2.361,11.747,10.593,0,3,3.497,0,RB
4.977,31.4,6,0,-0.338,4.127,3.706,10.694,0.993,1.143,1.153,2.361,11.724,9.639,0,3,3.497,0,RB
4.825,46.7,0,0,0,3.642,1.185,9.902,1.034,1.1,1.359,2.263,0,1.476,0,0,4.054,0,NRB
4.562,35.1,0,6,0,3.526,0,10.054,0.974,1.139,1.209,2.194,0,4.13,4,0,3.489,2,NRB
4.982,42.1,3,0,-0.686,3.339,0.762,10.226,1.027,1.12,1.204,2.424,21.884,1.027,0,0,3.693,0,NRB
6.316,31.6,2,0,-4.617,4.645,1.747,12.353,1.291,1.348,0.906,2.69,9.855,5.094,0,1,3.993,0,NRB
6.33,31.8,2,0,-4.724,4.795,1.824,12.519,1.292,1.35,0.906,2.7,9.894,5.891,0,1,4.005,0,NRB
5.236,50,0,0,0,4.045,0.799,10.434,1.133,1.076,1.408,2.414,0,0.873,0,0,4.337,0,NRB
5.522,36.7,1,0,0,3.769,1.131,11.278,0.971,1.131,1.265,2.491,0,1.648,0,1,3.876,0,NRB
4,40,0,0,0,3.301,0,9.314,0.965,1.125,1.274,2,0,1.244,0,0,3.237,0,NRB
5.511,30.9,4,0,0,3.844,1.702,11.324,0.988,1.144,1.185,2.455,0,2.753,0,0,3.582,0,NRB
5.798,53.3,0,0,0,4.75,0,11.103,0.97,1.085,1.455,2.562,0,1.471,0,0,10.329,0,NRB
5.451,39.2,3,10,0,4.167,1.07,11.333,1,1.131,1.256,2.461,22.251,4.053,8,1,3.91,3,NRB
5.449,37.5,0,0,0,3.705,1.162,11.208,0.964,1.13,1.28,2.449,0,1.726,0,0,3.814,0,NRB
4.88,54.5,0,0,0,4.426,0.673,10.289,0.994,1.08,1.425,2.316,0,2.38,0,0,6.881,0,NRB
5.495,38.7,2,0,0,4.274,1.059,11.72,0.975,1.127,1.271,2.494,0,3.879,0,2,3.895,0,NRB
5.87,48.3,1,0,0,4.278,0.953,11.16,1.039,1.098,1.34,2.52,0,2.321,0,1,4.28,0,NRB
5.998,44.4,1,0,0.642,4.308,0.749,11.637,1.054,1.103,1.332,2.859,0,1.117,0,0,4.405,0,NRB
5.997,46.2,0,0,0.654,4.268,0.76,11.555,1.043,1.099,1.378,2.824,0,1.013,0,0,4.404,0,NRB
5.995,41.7,0,0,0.394,4.378,0.752,11.528,1.074,1.102,1.373,2.805,0,1.076,0,0,4.407,0,NRB
5.494,42.6,1,0,0,3.914,1.061,11.182,0.975,1.119,1.288,2.483,0,2.176,0,1,3.888,0,NRB
5.029,38.8,0,6,0,4.128,0,10.839,0.979,1.119,1.308,2.418,0,3.219,7,0,4.348,2,NRB
5.292,28.6,1,0,0,4.256,1.907,10.8,1.1,1.127,1.321,2.255,0,4.275,0,0,4.277,0,NRB
4.912,50,0,0,0,3.588,0.881,9.863,1.052,1.09,1.388,2.264,0,0.95,0,0,4.139,0,NRB
5.027,50,0,0,0,3.764,0.861,10.084,1.079,1.085,1.398,2.318,0,0.984,0,0,4.211,0,NRB
4.935,50,0,0,0,3.764,0.861,10.06,1.079,1.085,1.399,2.303,0,1.047,0,0,4.174,0,NRB
5.119,50,0,0,0,3.915,0.832,10.265,1.106,1.08,1.405,2.365,0,0.952,0,0,4.27,0,NRB
5.035,48,3,2,0,4.145,0.954,10.713,1.064,1.105,1.308,2.368,21.048,3.414,2,0,4.11,1,NRB
5.149,40,1,0,0,3.783,0.447,10.642,0.974,1.125,1.238,2.411,0,2.814,0,1,3.767,0,NRB
4.675,52,0,0,0,3.478,0,9.971,0.972,1.1,1.336,2.236,0,2.829,0,0,3.633,0,NRB
5.109,44.8,0,4,0,4.178,0.749,10.817,1.028,1.113,1.336,2.398,0,3.174,4,4,4.124,2,NRB
5.045,53.3,0,5,0,3.772,0,10.481,0.98,1.1,1.338,2.385,0,2.901,4,1,3.886,1,NRB
4.461,25.7,0,0,0,3.242,2.117,9.797,0.975,1.161,1.182,2.084,0,3.798,4,0,3.216,3,NRB
4,16.7,0,0,0,2.197,0.811,8.318,0.988,1.187,1.104,1.732,0,1,2,2,3.02,2,NRB
5.382,20,4,0,0,3.855,1.352,10.182,1.086,1.162,1.154,2.264,19.844,1.459,2,2,6.88,1,NRB
3,22.2,1,0,0,1.926,0.918,6.594,0.998,1.162,1.102,1.414,0,1.333,0,0,2.731,0,NRB
4.414,28.6,1,0,0,2.72,1.379,9.222,0.977,1.148,1.18,2,0,2.133,0,0,3.189,0,NRB
3.879,26.1,3,0,0,2.995,2.281,8.743,1.007,1.154,1.107,1.902,0,3.685,0,0,3.047,0,NRB
3.414,20,0,0,0,2.78,1,7.408,0.98,1.109,1.396,1.618,0,1.707,0,0,4.066,0,NRB
4.732,28.6,4,0,0,3.327,0.827,10.09,1.014,1.149,1.118,2.236,0,1.026,0,0,3.426,0,NRB
4.17,22.2,1,0,-0.259,4.279,0.971,8.597,1.029,1.14,1.495,1.848,9.583,1.542,1,2,10.692,1,NRB
5.248,33.3,0,10,0,3.388,1.792,10.573,0.998,1.152,1.257,2.247,0,3.06,10,0,3.648,4,NRB
3.414,28.6,0,0,0,2.634,1,7.408,1.009,1.119,1.384,1.618,0,1.707,0,0,3.844,1,NRB
3,11.1,0,0,0,1.922,0.918,6.594,0.997,1.203,1.033,1.414,0,1.333,1,3,2.684,2,NRB
4.641,47.4,0,0,0,3.37,1.261,9.714,0.986,1.106,1.331,2.214,0,1.783,0,0,3.729,0,NRB
5.325,53.3,3,0,-1.749,4.054,0.789,10.761,1.136,1.082,1.322,2.534,22.449,1.13,0,0,4.276,0,NRB
4.783,46.7,0,0,0,3.439,1.187,9.668,1.012,1.103,1.346,2.222,0,1.358,0,0,3.927,0,NRB
4.912,40,0,4,0,3.087,0.881,9.863,0.976,1.129,1.285,2.264,0,0.95,2,2,3.72,1,NRB
4.732,37.5,0,4,0,2.997,0.875,9.579,0.991,1.14,1.25,2.194,0,0.854,4,4,3.655,2,NRB
4.596,41.2,0,2,0,2.984,0.875,9.54,0.979,1.127,1.291,2.175,0,1.069,2,2,3.632,1,NRB
4.562,42.9,0,2,0,3.202,0.875,9.54,1.005,1.121,1.308,2.17,0,1.14,2,2,3.87,1,NRB
5.029,40,2,3,0,3.356,1.16,10.122,1.015,1.129,1.26,2.318,20.759,1.572,2,0,3.882,1,NRB
4.782,41.2,2,2,0,3.507,1.273,9.947,1.043,1.124,1.26,2.251,20.346,1.951,2,0,3.848,1,NRB
5.004,37.5,0,4,0,3.71,1.16,10.116,1.052,1.13,1.319,2.327,0,1.268,3,3,4.102,2,NRB
5.318,40,1,0,0,3.272,1.16,10.388,0.981,1.125,1.263,2.318,0,1.782,0,1,3.702,0,NRB
4.807,42.1,1,0,0,3.1,0.881,9.833,0.987,1.12,1.275,2.246,0,1.06,0,1,3.711,0,NRB
4.642,38.9,1,2,0,3.105,1.187,9.631,0.998,1.132,1.231,2.2,0,1.487,2,2,3.648,1,NRB
4.965,40,3,2,0,3.528,1.16,10.099,1.078,1.127,1.237,2.305,20.322,1.553,2,1,3.972,1,NRB
5.365,39.1,2,0,0,3.287,1.455,10.315,0.998,1.127,1.217,2.315,0,1.897,0,1,3.657,0,NRB
4.783,53.8,0,2,0,3.333,1.187,9.668,1.015,1.098,1.363,2.222,0,1.358,1,0,3.925,1,NRB
4,40,0,0,0,2.914,0,8.908,0.965,1.125,1.295,2,0,0.854,0,0,3.233,0,NRB
4.679,28.6,0,4,0,3.084,1.261,9.715,0.974,1.154,1.159,2.222,0,1.695,2,4,3.245,2,NRB
4.825,33.3,2,0,0,3.15,1.185,9.902,0.993,1.139,1.177,2.263,0,1.476,0,2,3.367,0,NRB
5.509,48,0,0,0,3.897,0.648,10.62,0.989,1.084,1.449,2.404,0,2.451,0,0,4.592,0,NRB
5.2,45.5,4,6,0,3.793,1.125,10.598,1.058,1.121,1.262,2.441,42.927,1.832,4,0,4.033,2,NRB
5.103,55.6,2,0,-0.185,3.46,0.73,10.265,1.017,1.092,1.294,2.393,22.384,1.026,0,0,3.843,0,NRB
4.803,42.2,2,10,-0.069,4.134,0.477,10.907,1.003,1.127,1.215,2.356,23.374,5.207,4,2,3.729,4,NRB
4.303,33.3,0,0,0,2.741,0.862,9.067,0.998,1.152,1.289,2.115,0,0.956,4,1,3.627,2,NRB
4.499,46.7,0,2,0,3.013,1.125,9.311,0.984,1.116,1.299,2.136,0,1.481,3,0,3.608,1,NRB
5.361,28.9,4,2,0,3.764,1.591,10.691,1.003,1.151,1.132,2.407,0,3.261,2,4,3.495,2,NRB
5.336,58.3,2,2,0.284,4.113,1.013,10.917,1.037,1.07,1.377,2.526,24.788,1.706,2,0,4.238,2,NRB
4.499,28.6,1,0,0,2.889,1.125,9.311,0.987,1.152,1.131,2.136,0,1.481,3,0,3.229,1,NRB
4.517,25,0,0,0,2.994,1.409,9.391,0.984,1.166,1.129,2.149,0,2.036,6,3,3.219,3,NRB
4.982,40,2,2,-0.186,3.329,0.762,10.226,1.015,1.129,1.216,2.424,22.106,1.027,2,1,3.673,1,NRB
4.596,45.5,0,1,0,3.382,0.875,9.54,1.047,1.111,1.35,2.175,0,1.069,2,0,3.992,1,NRB
4.651,33.3,1,0,0.498,3.349,0.906,9.773,1.05,1.117,1.331,2.278,10.529,1.017,2,0,4.116,1,NRB
4.923,46.7,1,2,0.014,3.395,0.664,10.037,1.018,1.097,1.327,2.376,10.934,1.057,2,1,4.009,1,NRB
3.414,25,0,0,0,2.889,1,7.408,1.037,1.142,1.28,1.618,0,1.707,0,0,3.676,0,NRB
4.923,41.7,0,0,0,3.164,1.185,9.911,0.966,1.121,1.299,2.267,0,1.563,0,0,3.669,0,NRB
5.313,31.6,2,4,0,3.492,1.16,10.388,1.031,1.136,1.244,2.311,21.362,1.833,3,4,4.725,2,NRB
5.072,50,3,0,-0.266,3.72,0.703,10.481,1.015,1.104,1.267,2.363,11.937,2.723,0,2,3.827,0,NRB
4.912,48.1,2,0,0,3.633,0.648,10.338,0.998,1.108,1.281,2.314,0,2.863,0,2,3.733,0,NRB
5.125,30.8,0,0,0,2.821,1.299,10.01,0.96,1.144,1.246,2.149,0,2.097,0,0,3.283,0,NRB
5,20,0,0,0,3.4,0.722,9.657,1.212,1.121,1.407,2,0,0.8,0,0,4.385,0,NRB
5.646,25,0,0,0,3.827,0.811,10.505,1.199,1.114,1.392,2.303,0,1.411,0,0,4.444,0,NRB
5.646,25,0,0,0,4.249,0.811,10.505,1.27,1.286,1.138,2.303,0,1.411,0,0,6.925,0,NRB
4.523,28.6,0,2,0,2.939,1.837,9.454,0.966,1.151,1.173,2.074,0,2.57,4,1,3.177,1,NRB
4.343,16.7,2,0,-2.076,3.044,1.5,9.309,1.088,1.201,1.095,2,19.316,2.682,2,4,3.563,4,NRB
4.737,24.1,2,2,-0.804,3.693,2.074,10.071,1.014,1.146,1.233,2.175,21.065,3.255,2,4,3.856,3,NRB
5.262,27.7,7,0,0,4.111,3.113,10.545,0.999,1.146,1.156,2.258,12.646,4.518,0,0,4.415,0,NRB
5.333,30.2,0,0,0,4.471,2.205,10.331,0.957,1.134,1.366,2.303,0,1.951,0,0,10.319,0,NRB
4.732,47.4,0,0,1.121,3.102,1.187,9.642,0.969,1.109,1.324,2.194,0,1.659,0,0,3.632,0,NRB
4.912,42.9,0,0,0,3.075,0.881,9.863,0.967,1.119,1.32,2.264,0,0.95,0,0,3.714,0,NRB
4.828,45.5,0,0,0,3.188,1.261,9.749,0.968,1.113,1.31,2.247,0,1.436,0,0,3.665,0,NRB
4.641,41.7,0,0,0,3.157,1.261,9.714,0.966,1.121,1.279,2.214,0,1.783,0,0,3.623,0,NRB
4.679,41.7,0,0,0,3.157,1.261,9.715,0.966,1.121,1.283,2.222,0,1.695,0,0,3.627,0,NRB
4.828,50,0,0,0,3.219,1.261,9.749,0.971,1.104,1.335,2.247,0,1.436,0,0,3.687,0,NRB
4.732,50,0,0,0.933,3.844,1.187,9.642,0.985,1.094,1.395,2.194,0,1.659,0,0,6.881,0,NRB
4.517,50,0,0,0,3.84,1.409,9.391,0.985,1.094,1.389,2.149,0,2.036,0,0,6.872,0,NRB
4.596,50,0,0,0,3.373,0.875,9.54,1.025,1.094,1.377,2.175,0,1.069,0,0,3.973,0,NRB
4.562,50,0,0,0,3.373,0.875,9.54,1.025,1.094,1.372,2.17,0,1.14,0,0,3.955,0,NRB
4.732,50,0,0,0,3.373,0.875,9.579,1.025,1.094,1.374,2.194,0,0.854,0,0,4.034,0,NRB
4.562,50,0,0,0,4.225,0.875,9.54,1.009,1.077,1.482,2.17,0,1.14,0,0,6.886,0,NRB
4.807,46.7,0,0,0,3.444,0.881,9.833,1.012,1.103,1.366,2.246,0,1.06,0,0,4.005,0,NRB
4.912,46.7,0,0,0,3.444,0.881,9.863,1.012,1.103,1.365,2.264,0,0.95,0,0,4.025,0,NRB
4.642,40,0,2,0,3.08,1.187,9.631,0.976,1.129,1.275,2.2,0,1.487,2,1,3.634,1,NRB
4.675,50,0,4,0,3.486,0,9.971,0.98,1.107,1.315,2.236,0,2.829,4,1,3.648,1,NRB
4.807,42.9,0,2,0,3.453,0.881,9.833,1.029,1.117,1.332,2.246,0,1.06,2,2,4.007,1,NRB
4.807,42.9,0,2,0,3.453,0.881,9.833,1.029,1.117,1.334,2.246,0,1.06,2,2,3.996,1,NRB
4.649,46.2,0,10,0,3.639,0.521,10.185,0.994,1.121,1.285,2.236,0,3.626,8,2,3.712,3,NRB
4.923,37.5,2,4,0,3.288,1.185,9.911,1.039,1.14,1.225,2.267,20.295,1.563,4,2,3.857,2,NRB
4.965,37.5,2,4,0,3.52,1.16,10.099,1.059,1.137,1.249,2.305,20.482,1.553,4,2,3.969,2,NRB
5.103,33.3,4,6,0,3.761,1.197,10.456,1.101,1.15,1.217,2.38,41.432,1.74,6,2,4.048,3,NRB
4.923,42.9,2,2,0,3.445,1.185,9.911,1.061,1.121,1.273,2.267,20.286,1.563,2,0,3.988,1,NRB
5.04,37.5,4,4,0,3.513,1.258,10.159,1.087,1.141,1.204,2.323,40.909,1.711,4,0,3.946,2,NRB
5.068,36.8,4,4,0,3.576,1.23,10.309,1.067,1.14,1.216,2.351,41.436,1.581,4,0,3.962,2,NRB
5.006,36.8,4,5,0,3.576,1.23,10.309,1.067,1.14,1.216,2.338,41.299,1.873,4,0,3.936,2,NRB
4.895,41.2,2,2,0,3.512,1.16,10.099,1.043,1.124,1.278,2.292,20.423,1.696,2,0,3.974,1,NRB
5.402,41.2,2,3,0,3.76,1.197,10.666,1.133,1.184,1.15,2.403,20.484,1.679,2,0,3.991,1,NRB
5.006,37.5,4,4,0,3.703,1.23,10.309,1.108,1.137,1.231,2.338,41.044,1.873,4,0,4.032,2,NRB
4.895,42.9,2,2,0,3.647,1.16,10.099,1.084,1.117,1.296,2.292,20.337,1.696,2,0,4.073,1,NRB
4.958,42.9,2,2,0,3.647,1.16,10.099,1.084,1.117,1.299,2.303,20.422,1.602,2,0,4.057,1,NRB
5.098,44.8,0,8,0.011,3.695,0.875,10.386,0.99,1.123,1.287,2.358,0,2.298,4,3,3.746,3,NRB
4.77,45,1,0,1.014,3.217,1.185,9.882,0.987,1.114,1.288,2.236,0,1.74,0,1,3.69,0,NRB
4.947,40,1,0,0,3.266,1.455,9.974,0.981,1.125,1.253,2.282,0,1.887,0,1,3.683,0,NRB
4.805,40,1,0,0,3.266,1.455,9.947,0.981,1.125,1.25,2.251,0,2.041,0,1,3.657,0,NRB
5.459,37.8,1,0,0,3.547,1.571,10.843,0.974,1.129,1.265,2.378,0,2.74,0,1,3.704,0,NRB
4.793,36.7,1,0,0,3.74,3.025,10.128,0.971,1.131,1.238,2.236,0,6.687,0,1,3.657,0,NRB
5.466,37.2,1,0,0,3.66,1.494,10.995,0.972,1.13,1.245,2.436,0,2.399,0,1,3.798,0,NRB
5.422,37.8,1,0,0,3.551,1.161,10.929,0.974,1.129,1.265,2.417,0,2.084,0,1,3.799,0,NRB
5.102,38.7,1,0,0,3.419,1.23,10.328,0.977,1.127,1.26,2.358,0,1.856,0,1,3.765,0,NRB
5.375,39.3,1,0,0,3.351,1.124,10.524,0.978,1.126,1.266,2.368,0,1.671,0,1,3.766,0,NRB
4.958,40,1,0,0,3.272,1.16,10.099,0.981,1.125,1.268,2.303,0,1.602,0,1,3.731,0,NRB
5.489,37.2,1,0,0,3.664,1.194,11.033,0.972,1.13,1.253,2.463,0,1.828,0,1,3.852,0,NRB
5.489,36.6,2,0,0,3.678,1.194,11.033,0.982,1.132,1.237,2.463,0,1.828,0,2,3.853,0,NRB
4.709,50,1,0,0,3.558,0.544,10.149,0.986,1.104,1.304,2.259,0,2.952,0,1,3.676,0,NRB
4.817,39.4,2,0,0,3.573,1.169,10.26,0.988,1.126,1.215,2.301,0,3.268,0,0,3.665,0,NRB
4.845,36.8,2,0,0,3.601,2.125,10.029,0.984,1.131,1.217,2.27,0,3.574,0,0,3.678,0,NRB
5.377,37.9,2,0,0,3.437,1.23,10.559,0.99,1.129,1.23,2.375,0,1.809,0,1,3.774,0,NRB
4.953,38.9,3,2,0,3.37,1.273,9.975,1.041,1.132,1.21,2.288,20.612,1.602,2,0,3.861,1,NRB
4.965,38.9,3,3,0,3.375,1.16,10.099,1.041,1.132,1.218,2.305,20.537,1.553,2,1,3.88,1,NRB
4.958,38.9,3,3,0,3.375,1.16,10.099,1.041,1.132,1.226,2.303,20.514,1.602,2,1,3.876,1,NRB
4.895,38.9,3,2,0,3.375,1.16,10.099,1.041,1.132,1.222,2.292,20.318,1.696,2,1,3.863,1,NRB
5.171,34.5,5,4,0,3.798,1.45,10.639,1.043,1.142,1.196,2.417,42.668,1.814,4,1,3.972,2,NRB
4.732,46.2,1,0,0,3.214,0.875,9.579,1.023,1.108,1.296,2.194,0,0.854,0,1,3.907,0,NRB
4.596,46.2,1,0,0,3.214,0.875,9.54,1.023,1.108,1.3,2.175,0,1.069,0,1,3.879,0,NRB
4.562,46.2,1,0,0,3.796,0.875,9.54,1.016,1.1,1.347,2.17,0,1.14,0,1,6.879,0,NRB
4.596,46.2,1,0,0,3.796,0.875,9.54,1.016,1.1,1.355,2.175,0,1.069,0,1,6.88,0,NRB
