@relation 'landsat-statlog-weka.filters.unsupervised.attribute.Remove-R3-4,7-8,11-12,15,19,23,27,31-32,35-36-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R17'

@attribute x1 numeric
@attribute x2 numeric
@attribute x5 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute class {1,2,3,4,5,7}

@data
92,112,92,96,117,97,115,94,97,115,94,93,115,90,92,115,88,106,84,94,3
92,99,83,79,91,82,88,73,78,92,80,78,92,76,76,89,80,89,80,89,4
83,91,83,79,95,82,92,80,78,88,76,78,92,76,84,94,76,85,76,85,4
79,95,79,71,77,78,92,76,78,88,80,78,88,76,76,85,76,85,80,89,4
79,95,71,56,42,78,88,80,78,88,76,63,63,90,76,85,80,89,72,81,2
71,77,56,42,32,78,88,76,63,63,90,47,37,133,80,89,72,81,57,49,2
56,42,42,42,34,63,63,90,47,37,133,44,34,143,72,81,57,49,47,31,2
42,32,42,46,32,47,37,133,44,34,143,44,34,143,57,49,47,31,44,31,2
42,34,46,46,32,44,34,143,44,34,143,44,31,143,47,31,44,31,47,31,2
46,32,46,46,32,44,34,143,44,31,143,44,34,140,44,31,47,31,47,31,2
46,32,46,42,34,44,34,140,44,34,140,44,34,136,47,34,44,31,44,31,2
42,34,42,46,32,44,34,136,44,34,136,44,34,136,44,31,44,31,47,34,2
42,32,46,46,32,44,34,136,44,34,136,44,34,133,44,31,47,34,44,31,2
46,32,46,46,34,44,34,136,44,34,133,44,37,129,47,34,44,31,47,34,2
46,34,49,49,40,44,37,129,44,34,129,44,37,129,47,34,47,34,44,34,2
46,32,42,42,32,50,43,111,44,31,136,44,31,133,50,43,47,40,44,31,2
42,32,42,42,34,44,31,136,44,31,133,44,31,122,47,40,44,31,47,31,2
42,34,46,49,34,44,31,122,47,34,126,47,37,122,47,31,47,31,47,34,2
46,34,49,49,37,47,34,126,47,37,122,47,37,119,47,31,47,34,47,37,2
49,34,49,52,40,47,37,122,47,37,119,44,34,119,47,34,47,37,47,37,2
49,37,52,49,37,47,37,119,44,34,119,44,37,111,47,37,47,37,50,40,2
52,40,49,49,37,44,34,119,44,37,111,47,40,111,47,37,50,40,53,43,2
49,37,49,46,37,47,40,111,47,40,111,50,40,115,53,43,60,55,64,69,2
46,37,46,52,45,53,46,111,60,63,94,70,79,80,68,77,68,77,68,77,2
46,37,52,67,70,60,63,94,70,79,80,78,92,76,68,77,68,77,68,81,2
52,45,67,79,95,70,79,80,78,92,76,82,102,76,68,77,68,81,76,85,7
92,108,96,96,112,93,111,90,97,115,94,97,111,94,88,111,97,120,97,120,3
96,112,96,92,108,97,111,94,93,115,94,93,115,94,97,120,97,115,88,115,3
96,112,92,96,112,93,115,94,93,115,94,97,115,97,97,115,88,115,88,111,3
92,108,96,96,112,93,115,94,97,115,97,97,115,94,88,115,88,111,88,106,3
96,112,96,96,117,97,115,97,97,115,94,97,115,90,88,111,88,106,88,102,3
96,112,96,92,108,97,115,94,97,115,90,93,111,87,88,106,88,102,84,98,3
96,117,92,92,112,97,115,90,93,111,87,89,106,87,88,102,84,98,88,98,3
92,108,92,92,108,93,111,87,89,106,87,85,106,83,84,98,88,98,84,98,3
92,112,92,92,108,89,106,87,85,106,83,85,97,76,88,98,84,98,80,89,3
92,103,83,79,95,82,92,76,78,88,73,78,84,65,76,81,72,77,72,81,7
83,99,79,79,84,78,88,73,78,84,65,70,79,65,72,77,72,81,72,81,7
79,95,79,71,73,78,84,65,70,79,65,70,71,58,72,81,72,81,72,81,7
67,77,67,59,57,57,63,51,53,60,48,57,56,44,53,55,57,59,60,59,5
67,70,59,52,51,53,60,48,57,56,44,53,53,44,57,59,60,59,60,59,5
52,51,52,56,51,53,53,44,57,53,55,53,53,62,60,59,57,59,53,52,5
56,54,56,56,54,53,53,58,53,53,48,57,56,51,53,49,53,52,53,49,5
56,51,56,56,51,53,53,48,57,56,51,53,56,48,53,52,53,49,53,52,5
56,51,56,59,54,53,56,48,53,49,55,57,56,62,53,52,53,52,57,55,5
56,51,59,59,51,53,49,55,57,56,62,57,60,58,53,52,57,55,57,55,5
59,54,59,59,60,57,53,51,57,56,48,57,56,51,57,55,53,49,57,55,5
59,60,63,63,66,57,56,51,57,56,58,57,60,58,57,55,57,55,57,55,5
63,66,63,63,70,57,56,58,57,60,58,63,63,62,57,55,57,55,57,52,5
63,66,63,67,73,57,60,58,63,63,62,63,60,62,57,55,57,52,53,46,5
63,66,63,63,60,60,60,65,53,53,83,50,43,101,47,34,44,29,44,29,2
63,63,63,59,63,53,53,83,50,43,101,44,37,108,44,29,44,29,44,31,2
63,60,59,63,63,50,43,101,44,37,108,53,53,76,44,29,44,31,44,37,2
59,63,63,63,63,44,37,108,53,53,76,60,60,55,44,31,44,37,53,52,2
63,63,63,59,60,53,53,76,60,60,55,57,60,58,44,37,53,52,57,52,7
59,60,59,63,73,57,60,58,63,67,58,67,71,62,57,52,57,59,60,62,7
59,66,63,67,70,63,67,58,67,71,62,67,75,65,57,59,60,62,60,62,7
93,111,97,97,115,88,111,91,92,115,94,92,115,94,88,95,80,99,84,95,3
97,115,97,97,115,92,115,94,92,115,94,88,106,87,80,99,84,95,80,91,3
97,115,97,93,115,92,115,94,88,106,87,84,94,76,84,95,80,91,76,87,3
93,106,89,82,92,76,94,72,76,89,76,80,89,76,76,91,80,95,80,99,4
78,92,78,82,92,80,89,79,80,89,79,84,94,76,84,95,84,95,80,91,4
78,92,78,78,88,76,85,72,76,85,76,80,89,76,76,87,76,87,80,91,4
78,88,63,47,37,80,89,76,72,81,76,57,49,113,80,91,84,91,68,68,2
63,63,47,44,34,72,81,76,57,49,113,47,31,142,84,91,68,68,50,39,2
44,34,44,44,31,47,31,142,44,31,142,47,31,139,50,39,43,29,46,31,2
44,31,44,44,34,47,31,139,47,31,139,47,34,139,46,31,46,31,46,31,2
44,34,44,44,34,47,31,139,47,34,139,44,31,139,46,31,46,31,46,31,2
44,34,44,44,34,44,31,139,44,31,139,47,34,135,43,31,43,29,46,31,2
44,34,44,44,34,44,31,139,47,34,135,44,31,128,43,29,46,31,46,34,2
44,37,44,44,37,47,34,124,47,34,124,44,34,120,50,36,50,36,50,36,2
44,37,44,50,43,44,34,120,47,40,116,50,43,102,50,36,46,36,50,39,2
44,43,50,44,31,47,40,116,50,43,102,47,40,120,46,36,50,39,50,45,2
50,43,44,44,31,50,43,102,47,40,120,44,31,135,50,39,50,45,50,34,2
44,31,44,44,31,47,40,120,44,31,135,47,31,128,50,45,50,34,43,29,2
44,31,47,47,37,47,31,128,47,31,124,47,34,120,43,29,46,31,50,34,2
47,34,47,47,37,47,31,124,47,34,120,47,37,113,46,31,50,34,50,39,2
47,37,44,44,37,47,37,113,47,37,105,50,40,105,50,39,56,51,64,61,2
44,34,44,47,40,47,37,105,50,40,105,53,43,102,56,51,64,61,68,71,2
44,37,47,47,40,50,40,105,53,43,102,60,55,91,64,61,68,71,71,75,2
47,40,50,53,46,60,55,91,64,69,79,68,77,65,71,75,68,75,64,68,2
50,40,53,60,63,64,69,79,68,77,65,68,77,61,68,75,64,68,64,71,7
53,46,60,70,79,68,77,65,68,77,61,68,77,61,64,68,64,71,68,75,7
60,63,70,78,92,68,77,61,68,77,61,68,81,68,64,71,68,75,68,75,7
70,79,78,82,102,68,77,61,68,81,68,76,85,76,68,75,68,75,71,79,7
78,92,82,85,102,68,81,68,76,85,76,84,98,79,68,75,71,79,71,87,7
82,102,85,93,111,76,85,76,84,98,79,88,111,94,71,79,71,87,84,103,3
85,102,93,97,115,84,98,79,88,111,94,97,120,98,71,87,84,103,92,112,3
93,115,97,97,115,88,115,94,88,111,91,88,106,87,84,99,84,99,84,95,3
97,115,97,97,115,88,111,91,88,106,87,88,102,83,84,99,84,95,84,95,3
97,115,97,93,111,88,106,87,88,102,83,84,98,83,84,95,84,95,84,103,3
97,115,93,89,106,88,102,83,84,98,83,88,98,79,84,95,84,103,84,95,3
93,111,89,85,106,84,98,83,88,98,79,84,98,79,84,103,84,95,80,87,3
89,106,85,85,97,88,98,79,84,98,79,80,89,76,84,95,80,87,68,83,3
85,97,82,78,88,80,89,76,76,81,65,72,77,65,68,83,68,79,71,75,7
82,92,78,78,84,76,81,65,72,77,65,72,81,65,68,79,71,75,71,79,7
78,88,78,70,79,72,77,65,72,81,65,72,81,65,71,75,71,79,71,83,7
78,84,70,70,71,72,81,65,72,81,65,72,81,65,71,79,71,83,71,79,7
70,79,70,63,67,72,81,65,72,81,65,64,69,57,71,83,71,79,68,75,7
70,71,63,60,67,72,81,65,64,69,57,57,55,46,71,79,68,75,64,64,5
57,63,53,57,56,53,55,42,57,59,50,60,59,54,64,61,60,61,60,61,5
53,53,57,53,53,60,59,57,57,59,65,53,52,65,60,61,60,57,56,54,5
57,53,53,53,53,57,59,65,53,52,65,53,49,57,60,57,56,54,53,48,5
53,53,53,53,53,53,52,65,53,49,57,53,52,50,56,54,53,48,53,45,5
53,53,57,53,56,53,52,50,53,49,50,53,52,50,53,45,56,51,56,51,5
53,49,57,57,60,53,52,50,57,55,61,57,55,65,56,51,53,48,56,54,5
57,56,57,57,53,57,55,61,57,55,65,57,55,54,53,48,56,54,56,54,5
57,56,57,57,56,53,49,50,57,55,50,57,55,54,56,51,53,51,53,54,5
57,56,57,63,63,57,55,54,57,55,65,57,52,72,53,54,53,51,53,48,5
63,60,60,53,53,53,46,94,47,34,116,44,29,124,46,34,43,29,43,29,2
60,60,53,50,43,47,34,116,44,29,124,44,29,113,43,29,43,29,43,29,2
53,53,50,44,37,44,29,124,44,29,113,44,31,116,43,29,43,29,43,29,2
50,43,44,53,53,44,29,113,44,31,116,44,37,94,43,29,43,29,40,31,2
44,37,53,60,60,44,31,116,44,37,94,53,52,57,43,29,40,31,46,42,2
57,60,63,67,71,57,52,61,57,59,61,60,62,65,53,48,56,51,60,54,5
63,67,67,67,75,57,59,61,60,62,65,60,62,68,56,51,60,54,60,57,5
88,111,92,92,115,88,95,81,80,99,81,84,95,78,84,99,84,95,84,91,3
92,115,92,88,106,80,99,81,84,95,78,80,91,78,84,95,84,91,79,95,4
88,106,84,76,94,80,91,78,76,87,74,76,91,74,79,95,84,95,79,95,4
76,94,76,80,89,76,91,74,80,95,81,80,99,81,79,95,84,95,84,99,4
80,89,76,80,89,80,99,81,80,103,81,84,95,78,84,99,84,99,84,95,4
76,89,80,80,89,80,103,81,84,95,78,84,95,78,84,99,84,95,79,95,4
80,89,80,84,94,84,95,78,84,95,78,80,91,81,84,95,79,95,79,91,4
80,89,84,76,85,84,95,78,80,91,81,71,87,74,79,95,79,91,79,91,4
84,94,76,76,85,80,91,81,71,87,74,76,87,74,79,91,79,91,84,95,4
76,85,76,76,85,71,87,74,76,87,74,76,87,78,79,91,84,95,79,95,4
76,85,76,80,89,76,87,74,76,87,78,80,91,78,84,95,79,95,79,99,4
80,89,72,57,49,80,91,78,84,91,74,68,68,85,79,99,84,99,75,87,4
72,81,57,47,31,84,91,74,68,68,85,50,39,132,84,99,75,87,63,58,2
57,49,47,44,31,68,68,85,50,39,132,43,29,143,75,87,63,58,48,34,2
47,31,44,47,31,50,39,132,43,29,143,46,31,139,63,58,48,34,44,32,2
44,31,47,47,31,43,29,143,46,31,139,46,31,139,48,34,44,32,44,32,2
47,31,47,47,34,46,31,139,46,31,139,46,31,143,44,32,44,32,44,32,2
47,31,47,44,31,46,31,139,46,31,143,46,31,139,44,32,44,32,48,32,2
47,34,44,44,31,46,31,143,46,31,139,43,31,135,44,32,48,32,44,34,2
44,31,44,44,31,46,31,139,43,31,135,43,29,132,48,32,44,34,44,32,2
44,31,44,47,34,43,31,135,43,29,132,46,31,125,44,34,44,32,44,34,2
47,34,44,47,34,46,31,125,46,34,121,50,36,121,44,34,48,37,48,34,2
47,34,47,44,34,50,36,121,50,36,121,50,36,121,48,34,48,34,44,34,2
47,34,44,47,40,50,36,121,50,36,121,46,36,125,48,34,44,34,44,34,2
44,34,47,50,43,50,36,121,46,36,125,50,39,117,44,34,44,34,48,29,2
47,40,50,47,40,46,36,125,50,39,117,50,45,107,44,34,48,29,48,37,2
47,40,44,47,31,50,45,107,50,34,135,43,29,135,48,37,51,42,55,37,2
44,31,47,47,31,50,34,135,43,29,135,46,31,125,51,42,55,37,51,40,2
47,37,47,50,40,50,39,103,56,51,92,64,61,81,63,64,67,75,67,72,2
50,40,53,60,55,64,61,81,68,71,70,71,75,63,67,72,67,72,67,72,2
60,55,64,68,77,71,75,63,68,75,59,64,68,56,67,72,71,72,67,75,7
68,77,68,68,81,64,71,56,68,75,59,68,75,59,67,75,67,79,71,75,7
68,77,68,76,85,68,75,59,68,75,59,71,79,67,67,79,71,75,71,83,7
84,98,88,97,120,71,87,74,84,103,85,92,112,92,75,83,75,91,84,103,3
88,111,97,97,120,84,103,85,92,112,92,92,112,92,75,91,84,103,79,99,3
97,120,97,97,115,92,112,92,92,112,92,88,107,88,84,103,79,99,79,95,3
97,120,97,88,115,92,112,92,88,107,88,84,99,81,79,99,79,95,84,95,3
88,115,88,88,106,84,99,81,84,99,78,84,95,78,84,95,79,95,84,95,7
88,111,88,88,102,84,99,78,84,95,78,84,95,81,79,95,84,95,84,99,7
88,106,88,84,98,84,95,78,84,95,81,84,103,81,84,95,84,99,84,95,7
88,102,84,88,98,84,95,81,84,103,81,84,95,78,84,99,84,95,71,83,7
84,98,80,76,81,80,87,74,68,83,67,68,79,67,71,79,71,75,71,75,7
76,81,72,72,81,68,79,67,71,75,67,71,79,70,71,75,71,79,75,79,7
72,81,72,72,81,71,79,70,71,83,70,71,79,67,75,79,75,87,75,87,7
72,81,72,64,69,71,83,70,71,79,67,68,75,63,75,87,75,87,71,83,7
64,69,57,53,55,68,75,63,64,64,56,64,61,59,71,83,71,79,63,64,5
57,55,53,57,59,64,64,56,64,61,59,60,61,59,71,79,63,64,59,58,5
53,55,57,60,59,64,61,59,60,61,59,60,61,63,63,64,59,58,59,58,5
57,59,60,60,59,60,61,59,60,61,63,60,61,67,59,58,59,58,63,61,5
60,59,60,57,59,60,61,63,60,61,67,60,57,67,59,58,63,61,59,58,5
57,59,53,53,49,60,57,67,56,54,70,53,48,63,59,58,59,58,55,51,5
53,52,53,53,52,56,54,70,53,48,63,53,45,59,59,58,55,51,55,48,5
53,52,57,57,55,56,51,56,53,48,56,56,54,63,55,51,55,51,55,45,5
57,55,57,53,49,56,54,63,56,54,63,56,51,52,55,45,55,51,55,54,5
57,55,53,57,55,56,54,63,56,51,52,53,51,52,55,51,55,54,59,48,5
57,55,57,57,55,53,51,52,53,54,52,53,51,63,59,48,55,48,55,51,5
53,46,47,44,29,46,34,128,43,29,139,43,29,135,51,45,44,29,41,27,2
47,34,44,44,29,43,29,139,43,29,135,43,29,128,44,29,41,27,41,27,2
44,29,44,44,31,43,29,135,43,29,128,43,29,128,41,27,41,27,41,27,2
44,31,44,53,52,43,29,128,40,31,132,46,42,78,41,27,41,27,44,32,2
53,52,57,57,59,46,42,78,53,48,59,56,51,59,44,32,51,45,51,45,5
57,52,57,60,62,53,48,59,56,51,59,60,54,63,51,45,51,45,55,51,5
57,59,60,60,62,56,51,59,60,54,63,60,57,67,51,45,55,51,59,58,5
88,95,80,84,95,84,99,79,84,95,75,84,91,75,90,104,82,96,82,96,4
80,91,76,76,91,79,95,79,84,95,79,79,95,75,82,91,82,96,82,96,4
76,87,76,80,95,84,95,79,79,95,75,84,95,79,82,96,82,96,82,96,4
76,91,80,80,99,79,95,75,84,95,79,84,99,79,82,96,82,96,82,100,4
80,95,80,80,103,84,95,79,84,99,79,84,99,79,82,96,82,100,82,96,4
80,99,80,84,95,84,99,79,84,99,79,84,95,79,82,100,82,96,78,96,4
84,95,84,80,91,84,95,79,79,95,79,79,91,75,78,96,82,96,78,91,4
84,95,80,71,87,79,95,79,79,91,75,79,91,75,82,96,78,91,78,91,4
80,91,71,76,87,79,91,75,79,91,75,84,95,79,78,91,78,91,78,91,4
71,87,76,76,87,79,91,75,84,95,79,79,95,79,78,91,78,91,82,91,4
76,87,76,80,91,84,95,79,79,95,79,79,99,79,78,91,82,91,82,96,4
80,91,84,68,68,79,99,79,84,99,79,75,87,75,82,96,82,100,82,96,4
84,91,68,50,39,84,99,79,75,87,75,63,58,100,82,100,82,96,82,100,2
68,68,50,43,29,75,87,75,63,58,100,48,34,137,82,96,82,100,78,87,2
43,29,46,46,31,48,34,137,44,32,141,44,32,137,78,87,63,56,49,34,2
46,31,43,43,29,48,32,129,44,34,129,44,32,125,46,32,46,34,49,34,2
43,31,43,46,31,44,34,129,44,32,125,44,34,121,46,34,49,34,49,34,2
46,34,50,50,36,48,37,121,48,34,121,48,34,125,46,32,46,32,46,32,2
50,36,50,50,36,48,34,121,48,34,125,44,34,129,46,32,46,32,46,32,2
50,36,46,50,39,44,34,129,44,34,129,48,29,129,46,32,46,29,43,32,2
46,36,50,50,45,44,34,129,48,29,129,48,37,116,46,29,43,32,43,32,2
50,45,50,43,29,48,37,116,51,42,104,55,37,116,43,32,49,34,56,49,2
43,29,46,50,34,55,37,116,51,40,100,59,51,83,56,49,63,56,66,63,2
46,31,50,50,39,51,40,100,59,51,83,63,64,67,63,56,66,63,66,71,2
50,34,50,56,51,59,51,83,63,64,67,67,75,62,66,63,66,71,70,71,2
56,51,64,68,71,67,75,62,67,72,54,67,72,58,70,71,63,67,63,67,7
64,61,68,71,75,67,72,54,67,72,58,67,72,54,63,67,63,67,63,71,7
68,71,71,68,75,67,72,58,67,72,54,71,72,58,63,67,63,71,63,67,7
68,75,64,64,71,71,72,58,67,75,58,67,75,58,63,67,66,71,66,75,7
64,68,64,68,75,67,75,58,67,75,58,67,79,62,66,71,66,75,66,79,7
64,71,68,68,75,67,75,58,67,79,62,71,75,62,66,75,66,79,66,83,7
68,75,71,71,87,71,75,62,71,83,62,75,83,67,66,83,70,79,70,79,7
71,87,84,92,112,75,83,67,75,91,75,84,103,83,70,79,70,79,66,83,7
84,103,92,92,112,75,91,75,84,103,83,79,99,79,70,79,66,83,74,87,3
92,112,88,84,99,79,99,79,79,95,79,84,95,79,74,87,82,91,78,87,7
84,99,84,84,95,84,95,79,79,95,75,84,95,79,78,87,82,96,82,96,7
84,103,84,80,87,84,95,75,71,83,67,71,79,67,78,87,78,83,70,79,7
84,95,80,68,83,71,83,67,71,79,67,71,75,67,78,83,70,79,70,83,7
68,83,68,71,75,71,75,67,71,75,67,71,79,67,70,83,74,79,70,75,7
71,75,71,71,83,71,79,67,75,79,67,75,87,71,70,75,70,75,70,83,7
68,75,64,64,61,71,83,75,71,79,75,63,64,75,74,83,74,83,74,83,7
64,64,64,60,61,71,79,75,63,64,75,59,58,71,74,83,74,83,66,71,5
53,48,53,56,51,55,51,71,55,48,62,55,48,62,63,60,59,53,52,49,5
53,45,56,56,51,55,48,62,55,48,62,55,51,54,59,53,52,49,52,46,5
56,51,56,56,51,55,48,62,55,51,54,55,51,50,52,49,52,46,56,49,5
56,51,53,56,54,55,51,50,55,51,54,55,45,54,56,49,56,49,56,46,5
56,54,56,53,51,55,51,67,55,54,62,59,48,54,56,49,56,53,59,53,5
53,51,53,53,51,59,48,54,55,48,54,55,51,67,59,53,56,49,52,49,5
53,51,53,46,34,55,51,67,55,51,75,51,45,112,52,49,56,53,56,49,5
53,48,46,43,29,55,51,75,51,45,112,44,29,146,56,53,56,49,52,43,2
46,34,43,43,29,51,45,112,44,29,146,41,27,146,56,49,52,43,46,29,2
43,29,43,40,31,41,27,137,41,27,129,41,27,133,43,27,43,27,43,27,2
40,31,46,53,48,41,27,133,44,32,116,51,45,71,43,27,43,27,43,29,2
46,42,53,56,51,44,32,116,51,45,71,51,45,62,43,27,43,29,49,40,2
53,48,56,60,54,51,45,71,51,45,62,55,51,62,43,29,49,40,52,46,5
60,54,60,60,64,55,51,62,59,58,67,63,61,79,52,46,52,46,56,53,5
84,99,84,84,91,90,104,85,82,96,81,82,96,78,92,108,92,103,83,99,4
84,95,84,79,95,82,96,81,82,96,78,82,91,78,92,103,83,99,83,99,4
84,91,79,84,95,82,96,78,82,91,78,82,96,78,83,99,83,99,83,95,4
84,95,79,84,95,82,96,78,82,96,78,82,96,78,83,95,83,95,83,95,4
79,95,84,84,99,82,96,78,82,96,78,82,100,81,83,95,83,95,83,99,4
84,99,84,84,95,82,100,81,82,96,78,78,96,78,83,99,79,95,79,95,4
84,99,84,79,95,82,96,78,78,96,78,82,96,81,79,95,79,95,79,91,4
84,95,79,79,99,78,91,74,82,91,81,82,96,81,79,95,79,99,83,103,4
79,95,79,84,99,82,91,81,82,96,81,82,100,78,79,99,83,103,83,103,4
79,99,84,75,87,82,96,81,82,100,78,82,96,81,83,103,83,103,83,103,4
84,99,75,63,58,82,100,78,82,96,81,82,100,85,83,103,83,103,92,103,4
75,87,63,48,34,82,96,81,82,100,85,78,87,78,83,103,92,103,92,103,3
44,32,44,44,32,63,56,96,49,34,129,46,34,129,75,81,56,45,49,37,2
48,32,44,44,32,46,32,125,46,34,122,49,34,125,46,37,46,40,49,40,2
44,32,44,48,37,49,34,125,49,34,125,46,32,125,49,40,46,37,46,34,2
48,34,48,44,34,46,32,122,46,32,122,46,32,125,46,32,46,30,46,32,2
48,29,48,51,42,43,32,133,43,32,129,49,34,129,52,37,52,48,59,60,2
48,37,51,55,37,43,32,129,49,34,129,56,49,100,52,48,59,60,63,66,2
51,42,55,51,40,49,34,129,56,49,100,63,56,74,59,60,63,66,67,70,2
51,40,59,63,64,63,56,74,66,63,70,66,71,59,67,70,63,70,63,70,2
67,75,67,67,72,70,71,59,63,67,55,63,67,55,67,66,67,66,67,66,7
67,72,71,67,75,63,71,55,63,67,55,66,71,55,63,70,67,70,67,73,7
71,72,67,67,75,63,67,55,66,71,55,66,75,63,67,70,67,73,67,77,7
67,75,67,67,79,66,71,55,66,75,63,66,79,63,67,73,67,77,67,73,7
67,75,67,71,75,66,75,63,66,79,63,66,83,63,67,77,67,73,71,77,7
67,79,71,71,83,66,79,63,66,83,63,70,79,63,67,73,71,77,71,81,7
79,99,79,84,95,74,87,74,82,91,78,78,87,74,75,84,75,91,79,91,7
79,95,84,79,95,82,91,78,78,87,74,82,96,78,75,91,79,91,79,95,7
84,99,84,71,83,82,91,78,78,87,78,78,83,70,75,84,75,91,79,88,7
84,95,71,71,79,78,87,78,78,83,70,70,79,66,75,91,79,88,75,81,7
71,83,71,71,75,78,83,70,70,79,66,70,83,70,79,88,75,81,71,81,7
71,79,71,71,75,70,79,66,70,83,70,74,79,66,75,81,71,81,71,77,7
71,75,71,71,79,70,83,70,74,79,66,70,75,66,71,81,71,77,71,81,7
71,75,71,75,79,74,79,66,70,75,66,70,75,63,71,77,71,81,75,84,7
71,79,75,75,87,70,75,66,70,75,63,70,83,70,71,81,75,84,75,84,7
75,79,75,75,87,70,75,63,70,83,70,78,83,74,75,84,75,84,75,88,7
75,87,71,71,79,78,83,74,74,83,70,74,83,74,75,88,75,84,75,84,7
71,83,71,63,64,74,83,70,74,83,74,74,83,74,75,84,75,84,71,81,7
71,79,63,59,58,74,83,74,74,83,74,66,71,70,75,84,71,81,71,77,7
59,58,59,55,51,59,60,63,66,63,66,63,60,66,59,57,59,60,59,60,5
59,58,55,55,48,66,63,66,63,60,66,59,53,70,59,60,59,60,59,57,5
55,51,55,55,48,63,60,66,59,53,70,52,49,66,59,60,59,57,59,54,5
55,48,55,55,51,52,49,66,52,46,63,56,49,59,59,54,56,48,52,48,5
55,54,59,55,48,56,53,63,59,53,66,56,49,59,56,51,56,51,52,51,5
59,48,55,55,51,59,53,66,56,49,59,52,49,59,56,51,52,51,56,48,5
55,48,55,55,51,56,49,59,52,49,59,56,53,63,52,51,56,48,56,48,5
55,51,55,51,45,52,49,59,56,53,63,56,49,70,56,48,56,48,59,54,5
55,51,51,44,29,56,53,63,56,49,70,52,43,100,56,48,59,54,59,48,5
51,45,44,41,27,56,49,70,52,43,100,46,29,133,59,54,59,48,52,37,2
41,27,41,41,27,46,29,133,43,27,151,43,27,147,52,37,46,30,42,30,2
41,27,41,44,32,43,27,147,43,27,133,43,27,129,42,30,42,30,42,30,2
41,27,44,51,45,43,27,133,43,27,129,43,29,133,42,30,42,30,42,28,2
44,32,51,51,45,43,27,129,43,29,133,49,40,89,42,30,42,28,46,32,2
51,45,51,55,51,43,29,133,49,40,89,52,46,63,42,28,46,32,49,45,2
51,45,55,59,58,49,40,89,52,46,63,52,46,66,46,32,49,45,52,42,5
55,51,59,63,61,52,46,63,52,46,66,56,53,66,49,45,52,42,52,42,5
82,96,82,82,91,92,103,83,83,99,79,83,99,79,97,115,89,111,89,106,3
82,91,82,82,96,83,99,79,83,95,79,83,95,75,89,106,85,97,85,97,4
82,96,82,82,96,83,95,79,83,99,83,79,95,83,85,97,82,92,82,92,4
82,100,82,78,96,83,99,83,79,95,83,79,95,79,82,92,82,92,78,92,4
82,96,78,82,96,79,95,83,79,95,79,79,91,75,82,92,78,92,82,92,4
82,96,78,78,91,79,91,75,79,95,79,83,95,75,82,92,82,92,85,97,4
78,91,78,82,91,83,95,75,79,95,79,79,99,83,85,97,85,97,82,102,4
78,91,82,82,96,79,95,79,79,99,83,83,103,83,85,97,82,102,85,106,3
82,96,82,78,87,83,103,86,92,103,86,92,103,83,89,106,93,111,93,115,3
82,100,78,63,56,92,103,86,92,103,83,75,81,79,93,111,93,115,89,102,3
78,87,63,49,34,92,103,83,75,81,79,56,45,105,93,115,89,102,67,71,2
63,56,49,46,34,75,81,79,56,45,105,49,37,120,89,102,67,71,50,43,2
49,34,46,46,32,56,45,105,49,37,120,46,37,116,67,71,50,43,44,40,2
46,34,46,46,34,49,37,120,46,37,116,46,40,109,50,43,44,40,47,46,2
46,32,46,49,34,46,37,116,46,40,109,49,40,113,44,40,47,46,53,49,2
46,34,49,49,34,46,40,109,49,40,113,46,37,120,47,46,53,49,50,53,2
49,34,46,46,32,46,37,120,46,34,131,46,32,139,50,53,47,37,44,37,2
46,32,46,46,29,46,30,131,46,32,127,42,34,135,47,37,53,43,53,56,2
46,32,46,43,32,46,32,127,42,34,135,52,37,124,53,43,53,56,60,63,2
43,32,49,56,49,52,48,105,59,60,83,63,66,64,67,71,67,67,60,67,2
49,34,56,63,56,59,60,83,63,66,64,67,70,57,67,67,60,67,63,63,7
56,49,63,66,63,63,66,64,67,70,57,63,70,57,60,67,63,63,60,67,7
63,56,66,66,71,67,70,57,63,70,57,63,70,53,63,63,60,67,63,67,7
66,63,66,70,71,63,70,57,63,70,53,67,66,53,60,67,63,67,67,67,7
66,71,70,63,67,63,70,53,67,66,53,67,66,53,63,67,67,67,63,67,7
70,71,63,63,67,67,66,53,67,66,53,67,66,53,67,67,63,67,63,67,7
63,67,63,63,71,67,66,53,67,66,53,63,70,53,63,67,63,67,63,71,7
63,67,63,63,67,67,66,53,63,70,53,67,70,57,63,67,63,71,63,67,7
63,71,63,66,71,63,70,53,67,70,57,67,73,57,63,71,63,67,63,71,7
66,71,66,66,79,67,73,57,67,77,60,67,73,64,63,71,67,71,67,75,7
66,83,70,70,79,71,77,64,71,81,64,71,81,64,70,79,74,79,70,79,7
70,79,70,70,79,71,81,64,71,81,64,71,81,64,74,79,70,79,70,79,7
66,83,74,82,91,75,81,64,75,84,64,75,91,72,67,75,70,79,74,79,7
74,87,82,78,87,75,84,64,75,91,72,79,91,72,70,79,74,79,78,88,7
