@relation 'Steel-Plates-weka.filters.unsupervised.attribute.Remove-R7,10,14,18,23-24-weka.filters.unsupervised.attribute.Remove-R17'

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x22 numeric
@attribute class {0,1}

@data
41,192,1647218,1647385,13699,587,1585785,37,1402,40,0.0585,0.9042,0.1077,0.2572,41.367,2.179,0.0958,0
39,191,1661425,1661593,12509,622,1456542,27,1400,40,0.0557,0.9048,0.1086,0.2444,40.972,21.818,0.0952,0
41,192,1672082,1672228,11089,593,1270726,31,1402,40,0.0585,0.9669,0.1077,0.2546,40.449,2.179,-0.0331,0
41,192,1682722,1682891,11711,538,1308444,30,1402,40,0.0585,0.8935,0.1077,0.2807,40.686,2.179,0.1065,0
41,187,1700480,1700639,13041,616,1508999,37,1400,40,0.0586,0.9182,0.1043,0.237,41.153,21.644,0.0818,0
41,194,1711137,1711281,10913,634,1248379,25,1402,40,0.0585,0.9412,0.1091,0.2413,40.379,21.847,-0.0588,0
41,206,1721788,1721968,12051,631,1383987,33,1402,40,0.0585,0.9167,0.1177,0.2615,4.081,22.175,0.0833,0
39,190,1735985,1736165,11355,639,1299720,31,1402,40,0.0556,0.8389,0.1077,0.2363,40.552,2.179,0.1611,0
41,190,1799909,1800071,11388,705,1311391,36,1402,40,0.0585,0.9197,0.1063,0.2113,40.564,21.732,0.0803,0
39,195,1810559,1810727,11813,591,1361903,27,1400,40,0.0557,0.9286,0.1114,0.264,40.724,21.931,0.0714,0
39,194,1821207,1821379,13203,608,1515722,35,1402,40,0.0556,0.9012,0.1106,0.2549,41.207,21.903,0.0988,0
39,192,1831860,1832017,11809,621,1367596,36,1400,40,0.0557,0.9745,0.1093,0.2464,40.722,21.847,0.0255,0
39,192,1842518,1842677,11211,639,1293558,35,1402,40,0.0556,0.9623,0.1091,0.2394,40.496,21.847,0.0377,0
41,189,1853169,1853339,10880,649,1245114,33,1400,40,0.0586,0.8706,0.1057,0.228,40.366,21.703,0.1294,0
39,195,1863816,1864008,13037,623,1505833,35,1402,40,0.0556,0.8125,0.1113,0.2504,41.152,21.931,0.1875,0
37,194,1881566,1881746,12489,700,1439221,31,1402,40,0.0528,0.8722,0.112,0.2243,40.965,21.959,0.1278,0
41,190,1892225,1892384,12515,626,1452456,37,1400,40,0.0586,0.9371,0.1064,0.238,40.974,21.732,0.0629,0
39,193,1902883,1903031,11510,699,1330937,40,1402,40,0.0556,0.961,0.1098,0.2203,40.611,21.875,-0.039,0
39,197,1913522,1913670,12834,570,1487763,37,1400,40,0.0557,0.9367,0.1129,0.2772,41.084,21.987,-0.0633,0
41,393,1924169,1924363,10429,578,1196792,33,1402,40,0.0585,0.5511,0.2511,0.609,40.182,25.465,-0.4489,0
41,185,1934838,1934989,9576,564,1098162,37,1402,40,0.0585,0.9536,0.1027,0.2553,39.812,21.584,0.0464,0
41,193,1945494,1945637,10743,652,1239926,38,1402,40,0.0585,0.9408,0.1084,0.2331,40.311,21.818,-0.0592,0
41,197,1959683,1959850,11411,801,1303229,40,1400,40,0.0586,0.9341,0.1114,0.1948,40.573,21.931,0.0659,0
41,193,1970337,1970509,10941,685,1246740,40,1402,40,0.0585,0.8837,0.1084,0.2219,40.391,21.818,0.1163,0
39,197,2098167,2098332,10821,754,1238454,36,1400,40,0.0557,0.9576,0.1129,0.2095,40.343,21.987,0.0424,0
41,187,2112377,2112542,9349,659,1068391,38,1402,40,0.0585,0.8849,0.1041,0.2216,39.708,21.644,0.1151,0
41,205,2133677,2133849,11542,757,1338028,42,1402,40,0.0585,0.9535,0.117,0.2166,40.623,22.148,0.0465,0
41,188,2194041,2194206,9927,625,1133850,39,1402,40,0.0585,0.8909,0.1049,0.2352,39.968,21.673,0.1091,0
39,194,2204696,2204771,5519,319,582040,34,1402,40,0.0556,0.4839,0.1106,0.4859,37.419,21.903,-0.5161,0
41,189,2215354,2215404,4881,239,513464,40,1404,40,0.0584,0.3378,0.1054,0.6192,36.885,21.703,-0.6622,0
39,186,2229552,2229707,9484,655,1083941,41,1400,40,0.0557,0.9484,0.105,0.2244,3.977,21.673,0.0516,0
39,195,2240199,2240365,10986,755,1273434,44,1404,40,0.0556,0.9398,0.1111,0.2066,40.408,21.931,0.0602,0
41,190,2254407,2254463,4995,232,527906,39,1402,40,0.0585,0.3758,0.1063,0.6422,36.985,21.732,-0.6242,0
39,194,2265059,2265115,5702,214,601643,47,1402,40,0.0556,0.3613,0.1106,0.7243,3.756,21.903,-0.6387,0
41,196,2289914,2290079,9518,743,1084425,41,1402,40,0.0585,0.9394,0.1106,0.2086,39.785,21.903,0.0606,0
39,191,2300567,2300643,5957,289,637883,48,1404,40,0.0556,0.5,0.1083,0.526,3.775,21.818,-0.5,0
39,186,2311225,2311296,5617,268,598575,42,1404,40,0.0556,0.483,0.1047,0.5485,37.495,21.673,-0.517,0
39,187,2321871,2322028,9582,611,1095577,39,1404,40,0.0556,0.9427,0.1054,0.2422,39.815,21.703,0.0573,0
41,194,2339627,2339797,9183,602,1059263,40,1404,40,0.0584,0.9,0.109,0.2542,3.963,21.847,0.1,0
39,195,2357383,2357532,8726,653,1001426,41,1402,40,0.0556,0.9551,0.1113,0.2389,39.408,21.931,-0.0449,0
43,193,2368032,2368203,9892,682,1130960,42,1402,40,0.0613,0.8772,0.107,0.2199,39.953,21.761,0.1228,0
39,191,2399992,2400148,8457,636,971036,38,1400,40,0.0557,0.9744,0.1086,0.239,39.272,21.818,0.0256,0
93,171,2410724,2410794,2027,255,259127,118,1402,40,0.1327,0.8974,0.0556,0.3059,33.068,18.921,-0.1026,0
41,199,2421293,2421350,5593,239,593650,42,1402,40,0.0585,0.3608,0.1127,0.6611,37.476,21.987,-0.6392,0
39,195,2431945,2432111,8709,578,996980,47,1402,40,0.0556,0.9398,0.1113,0.2699,3.94,21.931,0.0602,0
39,185,2442600,2442673,5576,235,598862,43,1400,40,0.0557,0.5,0.1043,0.6213,37.463,21.644,-0.5,0
41,185,2460355,2460408,5357,181,764,123,1402,40,0.0585,0.3681,0.1027,0.7956,37.289,21.584,-0.6319,0
41,181,2542022,2542072,4635,226,491662,38,1400,40,0.0586,0.3571,0.1,0.6195,3.666,21.461,-0.6429,0
39,180,2552670,2552812,8957,588,1025103,35,1400,40,0.0557,0.993,0.1007,0.2398,39.522,21.492,0.007,0
39,181,2563319,2563376,5261,190,553974,46,1400,40,0.0557,0.4014,0.1014,0.7474,37.211,21.523,-0.5986,0
39,179,2573973,2574054,5731,325,618954,41,1400,40,0.0557,0.5786,0.1,0.4308,37.582,21.461,-0.4214,0
89,151,2584705,2584775,1909,175,245067,120,1400,40,0.1271,0.8857,0.0443,0.3543,32.808,17.924,0.1143,0
75,154,2595328,2595429,2791,332,353617,114,1400,40,0.1071,0.7822,0.0564,0.2379,34.458,18.976,0.2178,0
39,175,2605918,2606006,6381,280,678752,41,1400,40,0.0557,0.6471,0.0971,0.4857,38.049,21.335,-0.3529,0
39,173,2616577,2616725,8344,558,945879,52,1400,40,0.0557,0.9054,0.0957,0.2401,39.214,21.271,0.0946,0
39,178,2627229,2627391,7998,558,889727,49,1400,40,0.0557,0.858,0.0993,0.2491,3.903,2.143,0.142,0
39,177,2641432,2641500,5480,230,588758,53,1400,40,0.0557,0.4927,0.0986,0.6,37.388,21.399,-0.5073,0
39,187,2662727,2662812,6397,381,701931,55,1400,40,0.0557,0.5743,0.1057,0.3884,3.806,21.703,-0.4257,0
39,192,29559,29611,4915,248,497404,33,1358,40,0.0574,0.3399,0.1127,0.6169,36.915,21.847,-0.6601,0
39,189,47299,47376,5757,240,600689,38,1358,40,0.0574,0.5133,0.1105,0.625,37.602,21.761,-0.4867,0
39,182,65059,65121,4471,248,470165,39,1360,40,0.0573,0.4336,0.1051,0.5766,36.504,21.553,-0.5664,0
126,165,75758,75777,384,70,47481,115,1358,40,0.1856,0.4872,0.0287,0.5571,25.843,15.911,-0.5128,0
129,157,86408,86427,276,39,33858,115,1362,40,0.1894,0.6786,0.0206,0.7179,24.409,14.472,-0.3214,0
46,178,104115,104164,4115,179,427024,48,1360,40,0.0676,0.3712,0.0971,0.7374,36.144,21.206,-0.6288,0
43,184,114768,114815,3918,172,408392,39,1362,40,0.0631,0.3333,0.1035,0.8198,35.931,21.492,-0.6667,0
39,181,125418,125467,4223,198,439309,38,1360,40,0.0573,0.3451,0.1044,0.7172,36.256,21.523,-0.6549,0
43,186,143167,143219,4403,215,457632,38,1360,40,0.0632,0.3636,0.1051,0.6651,36.437,21.553,-0.6364,0
103,161,157419,157529,2463,262,312375,116,1360,40,0.1515,0.5273,0.0426,0.2214,33.915,17.634,0.4727,0
50,181,168027,168086,3912,226,407966,29,1362,40,0.0734,0.4504,0.0962,0.5796,35.924,21.173,-0.5496,0
134,156,178723,178731,101,31,12531,118,1362,40,0.1968,0.3636,0.0161,0.7097,20.043,13.424,-0.6364,0
46,178,189330,189384,4130,197,432500,37,1360,40,0.0676,0.4091,0.0971,0.6701,3.616,21.206,-0.5909,0
41,183,199980,200030,4214,210,445047,42,1360,40,0.0603,0.3521,0.1044,0.6762,36.247,21.523,-0.6479,0
37,181,210633,210681,4487,219,470618,40,1360,40,0.0544,0.3333,0.1059,0.6575,3.652,21.584,-0.6667,0
60,181,239041,239088,3324,157,343029,42,1360,40,0.0882,0.3884,0.089,0.7707,35.217,20.828,-0.6116,0
51,175,249693,249742,3631,179,378154,45,1362,40,0.0749,0.3952,0.091,0.6927,3.56,20.934,-0.6048,0
48,174,260349,260396,3661,184,380538,43,1358,40,0.0707,0.373,0.0928,0.6848,35.636,21.004,-0.627,0
47,182,270999,271050,3786,196,391378,40,1362,40,0.069,0.3778,0.0991,0.6888,35.782,21.303,-0.6222,0
52,174,281656,281703,3703,187,384266,37,1362,40,0.0764,0.3853,0.0896,0.6524,35.686,20.864,-0.6148,0
41,184,299413,299460,3936,182,407075,38,1362,40,0.0602,0.3287,0.105,0.7857,35.951,21.553,-0.6713,0
56,173,310065,310112,3287,163,342248,50,1362,40,0.0822,0.4017,0.0859,0.7178,35.168,20.682,-0.5983,0
51,172,320720,320767,3671,175,379850,46,1360,40,0.075,0.3884,0.089,0.6914,35.648,20.828,-0.6116,0
55,174,327823,327870,3437,163,354240,45,1360,40,0.0809,0.395,0.0875,0.7301,35.362,20.756,-0.605,0
39,172,334925,334972,4123,177,426267,40,1360,40,0.0573,0.3534,0.0978,0.7514,36.152,21.239,-0.6466,0
50,181,345580,345626,3666,161,379668,43,1360,40,0.0735,0.3512,0.0963,0.8137,35.642,21.173,-0.6489,0
41,184,356230,356279,4331,178,450619,45,1360,40,0.0603,0.3427,0.1051,0.8034,36.366,21.553,-0.6573,0
43,176,366881,366932,4048,178,421512,50,1360,40,0.0632,0.3835,0.0978,0.7472,36.072,21.239,-0.6165,0
48,177,377537,377585,3985,166,413005,41,1362,40,0.0705,0.3721,0.0947,0.7771,36.004,21.106,-0.6279,0
42,180,388190,388236,4019,191,417578,41,1360,40,0.0618,0.3333,0.1015,0.7225,36.041,21.399,-0.6667,0
41,182,398837,398889,4409,191,456908,47,1362,40,0.0602,0.3688,0.1035,0.7382,36.443,21.492,-0.6312,0
39,175,409491,409539,3920,166,407163,45,1360,40,0.0573,0.3529,0.1,0.8193,35.933,21.335,-0.6471,0
39,185,420136,420189,5003,196,522331,49,1360,40,0.0573,0.363,0.1073,0.7449,36.992,21.644,-0.637,0
41,198,430771,430836,6376,200,659058,54,1360,40,0.0603,0.414,0.1154,0.785,38.045,21.959,-0.586,0
39,196,441418,441483,6213,210,649441,55,1356,40,0.0575,0.414,0.1158,0.7476,37.933,21.959,-0.586,0
41,194,452068,452142,6170,228,645016,51,1358,40,0.0604,0.4837,0.1127,0.6711,37.903,21.847,-0.5163,0
41,190,462709,462786,6232,250,648220,48,1356,40,0.0605,0.5168,0.1099,0.596,37.946,21.732,-0.4832,0
121,159,473414,473430,229,51,28034,116,1358,40,0.1782,0.4211,0.028,0.7451,23.598,15.798,-0.5789,0
39,194,498190,498252,5877,211,612067,47,1358,40,0.0574,0.4,0.1141,0.7346,37.692,21.903,-0.6,0
41,190,508837,508896,5702,216,591835,45,1356,40,0.0605,0.396,0.1099,0.6898,3.756,21.732,-0.604,0
39,193,519483,519540,5852,205,608466,42,1356,40,0.0575,0.3701,0.1136,0.7512,37.673,21.875,-0.6299,0
127,166,533732,533745,207,40,25309,115,1356,40,0.1873,0.3333,0.0288,0.975,2.316,15.911,-0.6667,0
126,163,544375,544389,200,50,24389,114,1358,40,0.1856,0.3784,0.0272,0.74,2.301,15.682,-0.6216,0
39,195,554961,555021,5970,188,618937,43,1356,40,0.0575,0.3846,0.115,0.8298,3.776,21.931,-0.6154,0
41,196,579795,579857,6057,209,627913,39,1358,40,0.0604,0.4,0.1141,0.7416,37.823,21.903,-0.6,0
39,196,590440,590503,6143,198,637317,45,1358,40,0.0574,0.4013,0.1156,0.7929,37.884,21.959,-0.5987,0
39,195,601086,601148,5786,202,600867,41,1358,40,0.0574,0.3974,0.1149,0.7723,37.624,21.931,-0.6026,0
39,190,611732,611792,5941,207,618605,45,1356,40,0.0575,0.3974,0.1114,0.7295,37.739,2.179,-0.6026,0
41,198,622372,622437,6277,192,651641,43,1358,40,0.0604,0.414,0.1156,0.8177,37.977,21.959,-0.586,0
41,198,633023,633082,6008,200,622760,45,1360,40,0.0603,0.3758,0.1154,0.785,37.787,21.959,-0.6242,0
39,194,643657,643725,6293,216,647587,47,1356,40,0.0575,0.4387,0.1143,0.7176,37.989,21.903,-0.5613,0
43,198,686245,686304,6227,205,644765,38,1358,40,0.0633,0.3807,0.1141,0.7561,37.943,21.903,-0.6194,0
43,200,696884,696948,6059,206,626256,45,1358,40,0.0633,0.4076,0.1156,0.7621,37.824,21.959,-0.5924,0
39,193,707526,707593,6117,182,637707,49,1358,40,0.0574,0.4351,0.1134,0.8461,37.865,21.875,-0.5649,0
39,200,718174,718237,6181,209,638448,44,1356,40,0.0575,0.3913,0.1187,0.7703,37.911,22.068,-0.6087,0
96,172,728912,728995,2406,231,301138,116,1358,40,0.1414,0.9157,0.056,0.329,33.813,18.808,0.0843,0
41,194,743010,743076,5695,211,588714,40,1358,40,0.0604,0.4314,0.1127,0.7251,37.555,21.847,-0.5686,0
98,166,775041,775118,2148,269,266914,113,1358,40,0.1443,0.8831,0.0501,0.2528,3.332,18.325,0.1169,0
39,190,799788,799848,5817,212,598890,49,1358,40,0.0574,0.3974,0.1112,0.7123,37.647,2.179,-0.6026,0
104,171,899231,899307,1961,220,246168,115,1356,40,0.1534,0.8816,0.0494,0.3045,32.925,18.261,0.1184,0
100,175,909876,909953,1923,227,241083,116,1356,40,0.1475,0.974,0.0553,0.3304,3.284,18.751,0.026,0
41,202,920427,920489,5993,214,589956,132,1358,40,0.0604,0.3851,0.1186,0.7523,37.776,22.068,-0.6149,0
39,196,931074,931135,5885,249,610139,40,1358,40,0.0574,0.3885,0.1156,0.6305,37.698,21.959,-0.6115,0
93,172,938265,938349,2108,317,263590,115,1358,40,0.137,0.9405,0.0582,0.2492,33.239,18.976,0.0595,0
41,214,1413654,1413720,6357,257,658914,41,1358,40,0.0604,0.3815,0.1274,0.6732,38.033,2.238,-0.6185,0
41,214,1424299,1424367,6404,231,660910,38,1358,40,0.0604,0.3931,0.1274,0.7489,38.064,2.238,-0.6069,0
39,209,1434944,1435012,6676,240,688430,37,1356,40,0.0575,0.4,0.1254,0.7083,38.245,22.304,-0.6,0
41,210,1445593,1445656,6294,262,656298,45,1358,40,0.0604,0.3728,0.1244,0.645,37.989,22.279,-0.6272,0
39,210,1463330,1463399,6399,229,659350,39,1356,40,0.0575,0.4035,0.1261,0.7467,38.061,2.233,-0.5965,0
41,218,1473977,1474044,7017,274,723789,36,1358,40,0.0604,0.3785,0.1303,0.646,38.461,2.248,-0.6215,0
41,211,1484624,1484688,6337,344,654684,41,1358,40,0.0604,0.3765,0.1252,0.4942,38.019,22.304,-0.6235,0
39,218,1495267,1495336,7250,268,746545,40,1356,40,0.0575,0.3855,0.132,0.6679,38.603,22.529,-0.6145,0
41,212,1505915,1505982,6494,315,671353,38,1356,40,0.0605,0.3918,0.1261,0.5429,38.125,2.233,-0.6082,0
39,219,1516553,1516628,6999,285,732196,43,1358,40,0.0574,0.4167,0.1326,0.6316,3.845,22.553,-0.5833,0
39,214,1527208,1527274,6661,247,686124,41,1356,40,0.0575,0.3771,0.1291,0.7085,38.235,2.243,-0.6229,0
109,189,1541496,1541574,1834,242,227896,114,1358,40,0.1605,0.975,0.0589,0.3306,32.634,19.031,-0.025,0
41,216,1555596,1555663,6562,255,677554,36,1358,40,0.0604,0.3829,0.1289,0.6863,3.817,2.243,-0.6171,0
37,213,1566243,1566309,6210,293,645839,38,1356,40,0.0546,0.375,0.1298,0.6007,37.931,22.455,-0.625,0
41,214,1576890,1576955,6353,260,657020,37,1358,40,0.0604,0.3757,0.1274,0.6654,3.803,2.238,-0.6243,0
41,212,1587535,1587602,6017,261,612746,38,1356,40,0.0605,0.3918,0.1261,0.6552,37.794,2.233,-0.6082,0
39,215,1601728,1601796,6430,276,669161,46,1358,40,0.0574,0.3864,0.1296,0.6377,38.082,22.455,-0.6136,0
41,216,1615921,1615991,6276,279,647595,43,1356,40,0.0605,0.4,0.1291,0.6272,37.977,2.243,-0.6,0
41,211,1626575,1626636,5706,266,590664,43,1356,40,0.0605,0.3588,0.1254,0.6391,37.563,22.304,-0.6412,0
41,213,1637218,1637282,6206,257,641502,39,1356,40,0.0605,0.3721,0.1268,0.6693,37.928,22.355,-0.6279,0
41,216,1647865,1647927,6501,257,672664,43,1356,40,0.0605,0.3543,0.1291,0.6809,3.813,2.243,-0.6457,0
39,218,1658501,1658584,6828,297,705056,42,1358,40,0.0574,0.4637,0.1318,0.6027,38.343,22.529,-0.5363,0
41,216,1669152,1669220,6422,278,670952,43,1358,40,0.0604,0.3886,0.1289,0.6295,38.077,2.243,-0.6114,0
41,220,1679793,1679864,6519,331,674120,41,1356,40,0.0605,0.3966,0.132,0.5408,38.142,22.529,-0.6033,0
39,216,1693992,1694059,6679,288,691010,36,1358,40,0.0574,0.3785,0.1303,0.6146,38.247,2.248,-0.6215,0
41,219,1704636,1704704,6625,351,686356,42,1358,40,0.0604,0.382,0.1311,0.5071,38.212,22.504,-0.618,0
39,212,1715280,1715348,6596,316,685447,44,1358,40,0.0574,0.3931,0.1274,0.5475,38.193,2.238,-0.6069,0
190,192,1729556,1729557,2,2,255,126,1356,40,0.2802,0.5,0.0015,1,0.301,0.301,-0.5,0
41,214,1740121,1740188,6855,238,701946,38,1358,40,0.0604,0.3873,0.1274,0.7269,3.836,2.238,-0.6127,0
39,218,1750768,1750835,6543,279,679238,39,1358,40,0.0574,0.3743,0.1318,0.6416,38.158,22.529,-0.6257,0
43,218,1761412,1761480,6776,259,700391,37,1358,40,0.0633,0.3886,0.1289,0.6757,3.831,2.243,-0.6114,0
41,214,1775604,1775675,6686,273,687345,36,1356,40,0.0605,0.4104,0.1276,0.6337,38.252,2.238,-0.5896,0
41,209,1786253,1786320,6662,266,685894,41,1358,40,0.0604,0.3988,0.1237,0.6316,38.236,22.253,-0.6012,0
39,217,1803992,1804079,6816,333,699635,36,1358,40,0.0574,0.4888,0.1311,0.5345,38.335,22.504,-0.5112,0
39,212,1814642,1814708,6525,278,674367,38,1358,40,0.0574,0.3815,0.1274,0.6223,38.146,2.238,-0.6185,0
37,217,1825287,1825355,6605,310,684731,38,1356,40,0.0546,0.3778,0.1327,0.5806,38.199,22.553,-0.6222,0
39,220,1835934,1836000,6644,252,689961,40,1358,40,0.0574,0.3646,0.1333,0.7182,38.224,22.577,-0.6354,0
41,209,1853674,1853744,6484,223,666047,40,1358,40,0.0604,0.4167,0.1237,0.7534,38.118,22.253,-0.5833,0
109,181,1867972,1868026,1843,171,230162,115,1356,40,0.1608,0.75,0.0531,0.4211,32.655,18.573,-0.25,0
41,212,1878514,1878584,6432,276,666662,39,1358,40,0.0604,0.4094,0.1259,0.6196,38.084,2.233,-0.5906,0
41,221,1889165,1889228,6490,282,669614,36,1356,40,0.0605,0.35,0.1327,0.6383,38.122,22.553,-0.65,0
39,216,1903355,1903423,6878,247,709363,38,1358,40,0.0574,0.3842,0.1303,0.7166,38.375,2.248,-0.6158,0
39,214,1914002,1914070,6615,244,684236,36,1358,40,0.0574,0.3886,0.1289,0.7172,38.205,2.243,-0.6114,0
41,212,1935297,1935360,6493,293,676077,41,1358,40,0.0604,0.3684,0.1259,0.5836,38.124,2.233,-0.6316,0
39,216,1945941,1946007,7038,262,735371,42,1358,40,0.0574,0.3729,0.1303,0.6756,38.475,2.248,-0.6271,0
41,217,1960132,1960200,6987,251,725465,43,1356,40,0.0605,0.3864,0.1298,0.7012,38.443,22.455,-0.6136,0
41,212,1970779,1970846,6603,271,688556,38,1358,40,0.0604,0.3918,0.1259,0.631,38.197,2.233,-0.6082,0
43,218,1981417,1981492,7327,234,750685,35,1358,40,0.0633,0.4286,0.1289,0.7479,38.649,2.243,-0.5714,0
39,214,1992062,1992137,6998,280,724819,43,1358,40,0.0574,0.4286,0.1289,0.625,3.845,2.243,-0.5714,0
41,218,2002718,2002782,6944,256,723643,41,1358,40,0.0604,0.3616,0.1303,0.6914,38.416,2.248,-0.6384,0
98,192,2013457,2013541,2795,312,349157,115,1358,40,0.1443,0.8936,0.0692,0.3013,34.464,19.731,-0.1064,0
39,214,2027555,2027621,6592,265,687299,44,1356,40,0.0575,0.3771,0.1291,0.6604,3.819,2.243,-0.6229,0
41,211,2041748,2041815,6499,263,676562,43,1356,40,0.0605,0.3941,0.1254,0.6464,38.128,22.304,-0.6059,0
41,211,2052389,2052461,6476,296,675748,43,1356,40,0.0605,0.4235,0.1254,0.5743,38.113,22.304,-0.5765,0
39,212,2070134,2070204,6399,287,666455,41,1356,40,0.0575,0.4046,0.1276,0.6028,38.061,2.238,-0.5954,0
43,218,2087881,2087946,6515,222,683149,39,1358,40,0.0633,0.3714,0.1289,0.7883,38.139,2.243,-0.6286,0
41,218,2098521,2098591,6937,253,722716,39,1358,40,0.0604,0.3955,0.1303,0.6996,38.412,2.248,-0.6045,0
39,215,2109173,2109236,6763,277,706929,42,1358,40,0.0574,0.358,0.1296,0.6354,38.301,22.455,-0.6421,0
41,213,2119822,2119881,6025,283,624180,39,1360,40,0.0603,0.343,0.1265,0.6078,3.78,22.355,-0.657,0
41,218,2134009,2134076,6277,286,647965,40,1358,40,0.0604,0.3785,0.1303,0.6189,37.977,2.248,-0.6215,0
195,197,2166065,2166066,2,2,250,120,1358,40,0.2872,0.5,0.0015,1,0.301,0.301,-0.5,0
41,218,2187237,2187305,6010,257,626586,39,1358,40,0.0604,0.3842,0.1303,0.6887,37.789,2.248,-0.6158,0
39,216,2201440,2201499,5933,312,614522,38,1356,40,0.0575,0.3333,0.1305,0.5673,37.733,2.248,-0.6667,0
39,211,2212076,2212144,6249,263,649801,39,1358,40,0.0574,0.3954,0.1267,0.654,37.958,22.355,-0.6047,0
37,212,2222725,2222791,6281,265,654358,42,1356,40,0.0546,0.3771,0.1291,0.6604,3.798,2.243,-0.6229,0
39,212,2233368,2233436,6310,290,658162,41,1356,40,0.0575,0.3931,0.1276,0.5965,3.8,2.238,-0.6069,0
39,212,2244009,2244082,6827,276,711671,40,1358,40,0.0574,0.422,0.1274,0.6268,38.342,2.238,-0.578,0
41,214,2254664,2254729,6176,307,639433,36,1356,40,0.0605,0.3757,0.1276,0.5635,37.907,2.238,-0.6243,0
39,217,2265307,2265372,6185,313,640970,41,1358,40,0.0574,0.3652,0.1311,0.5687,37.913,22.504,-0.6348,0
41,219,2275954,2276025,6454,310,675659,40,1358,40,0.0604,0.3989,0.1311,0.5742,38.098,22.504,-0.6011,0
41,213,2290146,2290212,5753,291,602131,40,1358,40,0.0604,0.3837,0.1267,0.5911,37.599,22.355,-0.6163,0
43,211,2300789,2300856,6279,306,648910,36,1358,40,0.0633,0.3988,0.1237,0.549,37.979,22.253,-0.6012,0
128,189,2315086,2315172,2160,259,269308,116,1358,40,0.1885,0.7093,0.0449,0.2355,33.345,17.853,0.2907,0
41,207,2336275,2336344,5724,277,588321,37,1356,40,0.0605,0.4157,0.1224,0.5993,37.577,22.201,-0.5843,0
39,214,2350467,2350536,6472,243,673434,44,1356,40,0.0575,0.3943,0.1291,0.7202,3.811,2.243,-0.6057,0
39,211,2364667,2364730,6381,293,674326,46,1358,40,0.0574,0.3663,0.1267,0.587,38.049,22.355,-0.6337,0
39,216,2382409,2382472,6239,263,648169,46,1358,40,0.0574,0.3559,0.1303,0.673,37.951,2.248,-0.6441,0
41,212,2421444,2421508,5544,295,579951,43,1358,40,0.0604,0.3743,0.1259,0.5797,37.438,2.233,-0.6257,0
39,210,2449833,2449893,5816,273,618320,51,1358,40,0.0574,0.3509,0.1259,0.6264,37.646,2.233,-0.6491,0
41,210,2556287,2556352,6234,219,649139,43,1358,40,0.0604,0.3846,0.1244,0.7717,37.948,22.279,-0.6154,0
41,214,2566935,2566997,6075,242,633606,47,1358,40,0.0604,0.3584,0.1274,0.7149,37.836,2.238,-0.6416,0
41,209,2598874,2598935,5962,251,626007,41,1358,40,0.0604,0.3631,0.1237,0.6693,37.754,22.253,-0.6369,0
130,188,2638000,2638062,1685,181,208514,115,1358,40,0.1915,0.9355,0.0427,0.3204,32.266,17.634,0.0645,0
39,216,2648545,2648612,6309,269,660758,45,1358,40,0.0574,0.3785,0.1303,0.658,3.8,2.248,-0.6215,0
39,216,2662735,2662807,6664,328,690169,33,1358,40,0.0574,0.4068,0.1303,0.5396,38.237,2.248,-0.5932,0
41,218,2698232,2698294,6327,275,660291,40,1358,40,0.0604,0.3503,0.1303,0.6436,38.012,2.248,-0.6497,0
41,216,2708878,2708939,6298,275,654634,42,1358,40,0.0604,0.3486,0.1289,0.6364,37.992,2.243,-0.6514,0
39,212,2730163,2730230,6108,299,635284,40,1356,40,0.0575,0.3873,0.1276,0.5786,37.859,2.238,-0.6127,0
41,213,2740809,2740889,6532,356,685717,43,1358,40,0.0604,0.4651,0.1267,0.4832,3.815,22.355,-0.5349,0
37,212,2751455,2751522,6280,324,654471,40,1358,40,0.0545,0.3829,0.1289,0.5401,3.798,2.243,-0.6171,0
147,180,2765714,2765730,251,41,30451,115,1358,40,0.2165,0.4848,0.0243,0.8049,23.997,15.185,-0.5152,0
39,212,2776296,2776362,6172,263,648030,39,1358,40,0.0574,0.3815,0.1274,0.6578,37.904,2.238,-0.6185,0
39,212,2786940,2787008,5969,300,622528,42,1358,40,0.0574,0.3931,0.1274,0.5767,37.759,2.238,-0.6069,0
39,216,2797592,2797652,5846,323,608295,44,1358,40,0.0574,0.339,0.1303,0.548,37.669,2.248,-0.661,0
149,183,2811847,2811861,219,43,26683,109,1358,40,0.2194,0.4118,0.025,0.7907,23.404,15.315,-0.5882,0
37,212,2829521,2829590,6426,275,668126,37,1356,40,0.0546,0.3943,0.1291,0.6364,38.079,2.243,-0.6057,0
41,218,2840169,2840236,6503,264,677593,40,1358,40,0.0604,0.3785,0.1303,0.6704,38.131,2.248,-0.6215,0
39,216,2854357,2854430,6450,276,669129,43,1358,40,0.0574,0.4124,0.1303,0.6413,38.096,2.248,-0.5876,0
39,213,2875657,2875730,6282,330,659881,41,1356,40,0.0575,0.4195,0.1283,0.5273,37.981,22.406,-0.5805,0
39,214,2886302,2886367,6182,295,635475,42,1356,40,0.0575,0.3714,0.1291,0.5932,37.911,2.243,-0.6286,0
