@relation Weight-Lifting

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x40 numeric
@attribute x42 numeric
@attribute x44 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute class {A,B,E}

@data
1.17,7.28,-94.1,3,0,-0.02,-19,4,21,-3,607,-316,-131,-162,-289,112,-124,-370,342,528,0,-0.03,0,-234,47,-270,-559,295,-65,24.8,-63.6,-149,0,195,-213,652,464,A
1.16,7.29,-94.1,3,0.02,-0.03,-19,2,22,0,597,-315,-131,-162,-287,111,-124,-370,334,514,0,-0.05,0,-234,46,-268,-556,295,-69,24.8,-63.6,-149,0,189,-215,657,471,A
1.15,7.29,-94.1,3,0.02,-0.02,-19,4,22,-9,597,-302,-131,-162,-290,111,-123,-371,350,510,0,-0.03,0,-234,46,-267,-552,295,-53,24.6,-63.6,-149,0.03,190,-213,655,467,A
1.16,7.27,-94.1,3,0,-0.02,-19,3,22,-6,605,-308,-131,-162,-290,111,-123,-364,338,510,0,-0.03,0,-233,48,-268,-561,296,-69,24.5,-63.7,-149,0.05,195,-215,652,472,A
1.17,7.26,-94.1,3,0,-0.02,-19,3,23,-3,600,-305,-131,-162,-291,111,-123,-368,329,520,0,-0.03,0,-233,46,-269,-554,299,-53,24.4,-63.7,-148,0.03,194,-215,656,467,A
1.17,7.26,-94.1,3,0.02,-0.02,-20,5,24,-5,599,-311,-131,-162,-289,111,-123,-371,333,516,0,-0.03,0,-233,48,-270,-557,295,-69,24.3,-63.7,-148,0.03,193,-215,665,468,A
1.19,7.27,-94.1,3,0.02,-0.02,-19,3,21,-10,600,-305,-131,-162,-288,109,-124,-365,343,529,0,-0.03,0,-234,46,-268,-555,295,-65,24.1,-63.7,-148,0.03,190,-214,659,467,A
1.19,7.27,-94.1,3,0.02,-0.02,-19,4,22,2,602,-315,-131,-162,-286,108,-124,-362,335,509,0,-0.03,0,-233,45,-270,-562,286,-65,24,-63.8,-148,0.05,191,-215,657,462,A
1.2,7.26,-94.1,3,0,-0.02,-19,3,24,0,604,-315,-131,-162,-289,110,-125,-371,334,515,0.02,-0.03,-0.02,-234,46,-269,-556,292,-70,23.8,-63.8,-148,0.05,194,-213,653,472,A
1.18,7.26,-94.1,3,0.02,-0.03,-18,4,23,-1,602,-314,-131,-162,-290,110,-123,-370,340,515,0.02,-0.02,-0.02,-235,49,-269,-561,294,-58,23.6,-63.9,-148,0.05,193,-211,656,468,A
1.19,7.25,-94.1,3,0.02,-0.02,-19,2,25,-2,604,-310,-131,-162,-290,110,-122,-372,335,510,0,-0.02,0,-236,47,-271,-553,292,-70,23.5,-63.9,-148,0.02,195,-212,653,469,A
1.18,7.25,-94.1,3,0.02,-0.02,-19,3,22,1,601,-317,-131,-162,-288,109,-124,-369,346,528,0,-0.02,-0.02,-234,45,-269,-561,295,-58,23.5,-63.9,-148,0,194,-211,659,474,A
1.18,7.25,-94.1,3,0.02,-0.02,-19,5,20,-1,606,-308,-131,-162,-289,110,-122,-368,335,513,0,-0.03,-0.02,-233,44,-272,-556,291,-65,23.4,-63.8,-147,0,195,-210,648,466,A
1.18,7.26,-94.1,3,0.02,-0.03,-20,3,22,-8,602,-309,-131,-162,-289,110,-122,-369,341,510,0,-0.02,-0.03,-232,46,-269,-563,295,-51,23.4,-63.8,-147,0,192,-213,653,475,A
1.18,7.28,-94.1,3,0.02,-0.02,-19,3,22,6,598,-315,-131,-162,-290,111,-124,-367,351,510,0,-0.02,-0.02,-234,48,-270,-555,291,-67,23.4,-63.7,-147,-0.02,193,-213,653,465,A
1.16,7.28,-94.1,3,0.02,-0.03,-21,4,22,-3,608,-312,-131,-162,-290,111,-123,-367,336,523,0,-0.02,-0.02,-233,47,-270,-553,291,-60,23.4,-63.7,-147,-0.03,191,-213,654,463,A
1.16,7.3,-94.1,3,0.02,-0.03,-19,3,21,0,601,-306,-131,-162,-290,112,-125,-375,331,513,0,-0.02,-0.02,-235,48,-271,-554,288,-55,23.5,-63.6,-147,-0.03,190,-214,653,467,A
1.14,7.31,-94,3,0.02,-0.03,-18,2,22,-7,602,-304,-131,-162,-288,109,-125,-368,335,516,0.02,-0.02,-0.02,-235,48,-270,-555,294,-66,23.4,-63.6,-147,-0.02,189,-217,656,476,A
1.13,7.3,-94.1,3,0.02,-0.02,-19,2,22,-5,604,-312,-131,-162,-288,110,-121,-376,330,517,0,-0.02,-0.02,-234,46,-268,-562,296,-71,23.4,-63.6,-147,-0.02,192,-214,656,462,A
1.12,7.3,-94.1,3,0.02,-0.02,-19,3,24,-7,602,-307,-131,-162,-290,111,-125,-371,333,512,0,-0.02,-0.02,-233,47,-270,-564,293,-53,23.3,-63.5,-147,-0.03,192,-214,656,459,A
1.1,7.3,-94.1,3,0.02,-0.03,-21,3,23,1,600,-296,-131,-162,-290,111,-124,-366,332,515,0,-0.02,0,-233,47,-268,-554,293,-63,23.4,-63.5,-147,-0.03,194,-214,658,468,A
1.1,7.32,-94.1,3,0.02,-0.02,-18,3,20,-6,597,-313,-131,-162,-289,110,-123,-372,340,516,0,-0.02,0,-234,46,-269,-554,295,-53,23.5,-63.4,-147,-0.06,192,-213,657,473,A
1.09,7.31,-94.1,3,0.02,-0.03,-19,4,21,0,602,-313,-131,-162,-288,109,-122,-367,345,507,0,-0.02,0,-235,46,-271,-558,287,-67,23.5,-63.4,-147,-0.05,189,-213,652,467,A
1.08,7.34,-94.1,3,0.03,-0.03,-20,4,21,-11,597,-307,-131,-162,-288,109,-123,-373,338,517,0,-0.02,-0.02,-235,47,-270,-557,296,-67,23.7,-63.3,-147,-0.05,191,-215,658,467,A
1.08,7.37,-94.1,3,0.03,-0.03,-19,2,21,-12,600,-312,-131,-162,-288,109,-121,-371,334,511,0,-0.02,0,-234,48,-269,-562,294,-69,23.7,-63.3,-147,-0.03,191,-216,656,468,A
1.07,7.39,-94.1,3,0.03,-0.02,-19,2,23,0,600,-302,-131,-162,-288,110,-122,-375,336,510,0,-0.02,0,-235,45,-269,-554,292,-59,23.8,-63.2,-147,-0.03,190,-216,654,465,A
1.06,7.41,-94.1,3,0.03,-0.02,-20,3,21,2,602,-309,-131,-162,-290,111,-123,-368,342,514,0,-0.02,-0.02,-233,46,-271,-558,294,-63,23.7,-63.2,-147,-0.02,190,-215,656,470,A
1.06,7.44,-94.1,3,0.03,-0.02,-20,4,22,-3,607,-306,-131,-162,-291,111,-123,-370,341,511,0,-0.02,-0.02,-235,47,-269,-551,295,-54,23.7,-63.2,-147,-0.02,190,-215,661,462,A
1.06,7.45,-94.1,3,0.02,-0.03,-20,3,22,4,603,-312,-131,-162,-290,111,-123,-371,340,510,0,-0.02,0,-233,45,-269,-563,289,-65,23.7,-63.3,-147,-0.02,190,-212,655,463,A
1.04,7.45,-94.1,3,0.02,-0.03,-20,4,22,0,605,-295,-131,-162,-289,110,-122,-370,339,511,0,-0.02,0,-234,46,-270,-551,295,-55,23.7,-63.3,-147,-0.03,195,-213,653,463,A
1.04,7.46,-94,3,0.02,-0.03,-21,4,22,-3,609,-308,-131,-162,-289,109,-123,-369,341,514,0,-0.02,-0.02,-234,45,-271,-558,288,-66,23.6,-63.3,-147,-0.02,193,-213,656,468,A
1.04,7.46,-94,3,0,-0.03,-20,4,22,-3,601,-311,-131,-162,-289,109,-124,-370,336,525,0,-0.02,-0.02,-235,46,-270,-560,292,-63,23.6,-63.3,-147,-0.02,194,-212,653,472,A
1.03,7.45,-94,3,0,-0.03,-19,6,22,-4,605,-305,-131,-162,-291,111,-122,-362,337,511,0.02,-0.02,0,-233,44,-270,-562,290,-70,23.6,-63.3,-147,-0.02,190,-215,657,470,A
1.05,7.45,-94,3,0.02,-0.03,-19,4,23,-5,609,-309,-131,-162,-289,111,-123,-365,333,511,0,-0.02,0,-233,45,-272,-560,295,-63,23.6,-63.2,-147,-0.02,194,-213,655,463,A
1.05,7.45,-94,3,0.02,-0.03,-21,4,23,-2,604,-310,-131,-162,-288,111,-123,-370,334,518,0,-0.02,0,-234,46,-271,-559,298,-60,23.6,-63.2,-147,-0.02,191,-216,657,463,A
1.04,7.47,-94,3,0.02,-0.03,-20,4,22,-6,607,-313,-131,-162,-288,108,-123,-365,336,512,0,-0.02,0,-234,45,-270,-558,293,-73,23.6,-63.2,-147,-0.02,190,-215,661,465,A
1.04,7.47,-94.1,3,0.02,-0.03,-20,4,21,-4,601,-316,-131,-162,-289,109,-123,-368,344,523,0,-0.02,0,-233,43,-269,-562,283,-71,23.6,-63.2,-147,-0.02,191,-214,662,462,A
1.04,7.48,-94.1,3,0.02,-0.03,-20,4,23,3,600,-316,-131,-162,-291,109,-121,-365,339,513,0,-0.03,-0.02,-234,46,-270,-550,294,-70,23.6,-63.3,-147,0,193,-215,663,464,A
1.03,7.49,-94,3,0.02,-0.03,-20,3,24,-5,608,-298,-131,-162,-290,109,-123,-369,330,514,0,-0.02,-0.02,-234,46,-271,-563,289,-62,23.6,-63.3,-147,-0.02,191,-213,660,477,A
1.04,7.5,-94,3,0.02,-0.02,-20,3,23,-2,603,-309,-131,-162,-290,109,-125,-371,334,511,0,-0.02,-0.02,-235,46,-270,-562,287,-71,23.6,-63.3,-147,-0.02,192,-214,654,470,A
1.02,7.5,-94,3,0.02,-0.03,-19,3,21,-12,601,-314,-131,-162,-289,110,-125,-367,341,506,0,-0.02,0,-235,46,-270,-556,287,-71,23.6,-63.3,-147,-0.02,191,-212,655,472,A
1.01,7.5,-94.1,3,0.02,-0.03,-19,3,21,-7,603,-303,-131,-162,-287,110,-124,-364,349,514,0,-0.02,0,-234,47,-270,-557,290,-69,23.6,-63.3,-147,-0.02,192,-214,657,470,A
1,7.5,-94.1,3,0.02,-0.03,-20,3,22,-3,599,-316,-131,-162,-290,111,-125,-372,330,515,0,-0.02,0,-232,45,-270,-555,290,-70,23.6,-63.3,-147,-0.02,191,-213,653,471,A
1,7.5,-94.1,3,0.02,-0.02,-20,4,23,3,601,-307,-131,-162,-290,110,-123,-368,336,516,0.02,-0.02,0,-232,45,-271,-564,295,-54,23.6,-63.3,-147,-0.02,192,-214,662,467,A
1.02,7.51,-94.1,3,0.02,-0.02,-20,4,23,-4,605,-295,-131,-162,-289,109,-123,-365,339,514,0.02,-0.02,0,-235,46,-269,-557,291,-64,23.6,-63.3,-147,-0.03,190,-213,662,461,A
1.01,7.52,-94.1,3,0.02,-0.03,-20,5,21,-7,598,-312,-131,-162,-289,111,-123,-368,333,512,0.02,-0.02,0,-234,45,-272,-558,293,-60,23.6,-63.3,-147,-0.02,192,-213,657,472,A
1.02,7.52,-94.1,3,0.02,-0.03,-20,6,21,-1,599,-310,-131,-162,-289,111,-122,-364,330,513,0.02,-0.02,0,-235,44,-272,-555,292,-69,23.6,-63.3,-147,0,191,-214,656,462,A
1.04,7.53,-94.1,3,0.02,-0.03,-20,4,22,5,604,-310,-131,-162,-289,111,-122,-369,332,514,0.02,-0.02,0,-233,44,-272,-561,300,-67,23.6,-63.3,-147,-0.02,196,-214,658,469,A
1.04,7.54,-94.1,3,0.02,-0.03,-21,3,24,-4,604,-296,-131,-162,-288,109,-122,-371,338,512,0,-0.02,-0.02,-232,44,-271,-558,290,-71,23.6,-63.3,-147,-0.03,193,-212,654,468,A
1.02,7.53,-94.1,3,0,-0.03,-21,3,23,1,606,-308,-131,-162,-290,111,-122,-367,334,513,0.02,-0.02,0,-232,46,-271,-559,292,-56,23.6,-63.3,-147,-0.03,192,-214,662,469,A
1.01,7.55,-94,3,0.02,-0.03,-21,5,22,-3,611,-299,-131,-162,-289,110,-121,-369,338,512,0,-0.02,-0.02,-233,45,-271,-561,288,-68,23.7,-63.3,-147,-0.03,190,-216,655,466,A
1.02,7.55,-94,3,0,-0.03,-20,4,23,-5,609,-318,-132,-162,-287,111,-123,-362,337,518,0,-0.02,-0.02,-233,44,-271,-560,287,-74,23.7,-63.3,-147,-0.02,192,-214,660,468,A
1.02,7.55,-94,3,0.02,-0.03,-18,2,23,-2,601,-304,-132,-162,-289,111,-122,-364,336,505,0,-0.02,-0.02,-237,45,-271,-562,298,-68,23.7,-63.2,-147,-0.02,190,-216,652,463,A
0.99,7.51,-94.1,3,0,-0.03,-20,2,25,-3,595,-315,-132,-162,-287,109,-121,-368,346,523,0,-0.02,-0.02,-233,46,-270,-559,284,-73,23.7,-63.2,-147,0,189,-215,655,468,A
0.98,7.5,-94.1,3,0,-0.02,-20,3,24,1,605,-311,-132,-162,-288,110,-125,-372,343,519,0,-0.02,-0.02,-233,46,-270,-555,291,-69,23.6,-63.2,-147,0,190,-216,655,469,A
0.99,7.48,-94.1,3,0,-0.02,-18,4,23,-9,601,-305,-132,-162,-288,111,-124,-368,343,519,0,-0.02,-0.02,-234,47,-270,-562,287,-68,23.6,-63.2,-147,0,190,-214,650,465,A
1.01,7.45,-94.1,3,0,-0.02,-19,5,23,-3,606,-311,-132,-162,-288,109,-126,-369,340,510,0,-0.02,0,-235,48,-271,-557,297,-73,23.6,-63.3,-147,0.02,190,-216,659,468,A
1.03,7.43,-94.1,3,0,-0.02,-19,3,24,-1,598,-299,-132,-163,-289,108,-122,-369,342,527,0,-0.02,0,-234,46,-271,-557,293,-69,23.5,-63.3,-147,0.02,192,-214,659,462,A
1.04,7.4,-94.1,3,0,-0.02,-21,3,24,-3,612,-308,-132,-163,-288,109,-124,-370,335,513,0,-0.02,-0.02,-235,44,-272,-553,293,-69,23.4,-63.3,-147,0.02,193,-215,650,465,A
1.04,7.42,-94.1,3,0.02,-0.02,-19,4,25,-6,606,-303,-132,-163,-289,110,-126,-368,341,519,0,-0.02,-0.02,-234,45,-271,-555,295,-71,23.3,-63.4,-147,0.02,194,-217,643,467,A
1.06,7.42,-94.1,3,0.02,-0.02,-19,4,23,-5,601,-308,-132,-163,-289,111,-122,-368,338,515,0,-0.02,-0.02,-233,45,-269,-557,289,-72,23.3,-63.4,-147,0,191,-213,644,462,A
1.07,7.41,-94.1,3,0.02,-0.02,-20,3,23,-5,600,-308,-132,-163,-288,109,-125,-366,344,517,0,-0.02,-0.02,-232,45,-270,-564,291,-63,23.2,-63.4,-147,0.02,193,-215,653,467,A
1.05,7.42,-94.1,3,0.02,-0.03,-20,3,25,-5,598,-298,-132,-163,-290,110,-124,-367,338,525,0,-0.02,0,-234,44,-270,-557,293,-69,23.2,-63.4,-147,0.02,191,-215,656,479,A
1.04,7.43,-94.1,3,0.02,-0.03,-18,4,25,-2,602,-304,-132,-163,-288,109,-125,-358,337,518,0,-0.02,-0.02,-235,45,-273,-557,292,-65,23.1,-63.4,-147,0.02,194,-212,655,467,A
1.03,7.41,-94.1,3,0.02,-0.03,-19,3,23,1,605,-313,-132,-163,-289,110,-123,-367,330,510,0,0,-0.02,-234,46,-271,-562,295,-72,23,-63.4,-147,0,190,-214,657,463,A
1.04,7.41,-94.1,3,0.02,-0.02,-18,2,24,-1,606,-312,-132,-163,-289,111,-125,-363,342,510,0,0,-0.02,-233,45,-272,-553,300,-64,22.9,-63.5,-146,0.02,190,-215,658,477,A
1.03,7.4,-94.1,3,0.02,-0.02,-20,3,25,-8,606,-296,-132,-163,-288,109,-120,-365,329,507,0,0,-0.02,-234,45,-272,-559,291,-64,22.8,-63.5,-146,0.02,193,-213,651,466,A
1.03,7.4,-94.1,3,0.02,-0.02,-21,4,23,-6,599,-311,-132,-163,-286,109,-121,-370,342,513,0,0,-0.02,-232,45,-271,-556,293,-70,22.8,-63.5,-146,0,193,-214,660,472,A
1.05,7.42,-94.1,3,0.02,-0.02,-19,4,24,-3,596,-311,-132,-163,-288,110,-124,-363,339,515,0,-0.02,0,-233,45,-270,-566,292,-70,22.7,-63.5,-146,-0.02,195,-214,656,468,A
1.06,7.42,-94.1,3,0.02,-0.02,-22,4,26,-2,603,-303,-132,-163,-291,112,-122,-367,337,529,0,0,-0.02,-235,45,-270,-554,293,-79,22.7,-63.5,-146,-0.02,190,-213,655,469,A
1.08,7.44,-94,3,0.02,-0.02,-20,4,27,-2,605,-299,-132,-163,-289,112,-124,-362,332,517,0,-0.02,-0.02,-234,46,-270,-555,284,-69,22.7,-63.5,-146,-0.02,192,-215,653,463,A
1.09,7.44,-94,3,0.02,-0.02,-19,3,24,-6,600,-297,-132,-163,-289,112,-123,-365,338,516,0,-0.02,-0.02,-234,45,-272,-555,286,-65,22.6,-63.5,-146,0,192,-214,662,466,A
1.07,7.44,-94,3,0.02,-0.03,-19,4,24,-3,605,-308,-132,-163,-285,111,-123,-374,335,520,0,-0.02,-0.02,-234,48,-269,-562,295,-56,22.6,-63.5,-146,0,191,-213,650,468,A
1.07,7.43,-94,3,0.02,-0.03,-19,4,24,-1,606,-310,-132,-163,-286,110,-124,-368,337,511,0,-0.02,0,-233,46,-270,-555,293,-72,22.5,-63.5,-146,0,192,-215,654,457,A
1.06,7.43,-94,3,0.02,-0.03,-19,4,24,-1,599,-309,-132,-163,-289,111,-123,-365,347,514,0,-0.02,0,-234,47,-272,-561,293,-66,22.5,-63.5,-146,0.02,192,-215,656,462,A
1.06,7.43,-94,3,0.02,-0.03,-19,3,25,-5,605,-305,-132,-163,-290,111,-125,-369,336,513,0,-0.02,0,-234,46,-272,-554,292,-57,22.4,-63.5,-146,0,192,-214,656,469,A
1.04,7.42,-94,3,0.02,-0.03,-20,3,25,-5,607,-305,-132,-163,-290,110,-122,-361,340,513,0,-0.02,-0.02,-234,45,-271,-560,290,-49,22.4,-63.5,-146,0,191,-213,655,471,A
1.05,7.43,-94,3,0.02,-0.02,-20,3,27,-3,604,-306,-132,-163,-288,109,-122,-365,337,517,0,-0.02,-0.02,-234,45,-273,-554,292,-61,22.3,-63.5,-146,0,193,-215,655,468,A
1.05,7.43,-94,3,0.02,-0.02,-21,3,24,-5,601,-306,-132,-163,-286,110,-123,-367,347,520,0,-0.02,-0.02,-234,47,-269,-567,290,-74,22.3,-63.5,-146,-0.02,187,-213,658,467,A
1.05,7.45,-94.1,3,0.02,-0.02,-20,4,24,-7,603,-306,-132,-163,-287,109,-121,-371,334,514,0,-0.02,0,-234,48,-268,-558,297,-69,22.2,-63.5,-146,0,190,-213,660,464,A
1.07,7.43,-94.1,3,0,-0.02,-20,3,24,-2,601,-312,-132,-163,-288,109,-121,-366,336,520,0,-0.02,0,-234,45,-272,-563,283,-72,22.2,-63.5,-146,0.02,192,-214,654,462,A
1.07,7.44,-94.1,3,0.02,-0.02,-20,3,25,-3,606,-311,-132,-163,-291,111,-122,-358,333,521,0,-0.02,-0.02,-234,44,-270,-559,294,-51,22.1,-63.5,-146,0,196,-212,650,464,A
1.07,7.44,-94.1,3,0.02,-0.02,-18,3,24,0,605,-304,-132,-163,-288,111,-123,-368,339,518,0,-0.02,-0.03,-233,47,-271,-551,289,-68,22.1,-63.5,-146,-0.03,191,-213,652,463,A
1.08,7.43,-94.1,3,0.02,-0.02,-19,3,24,-2,606,-305,-132,-163,-288,110,-122,-372,332,518,0,-0.02,-0.02,-234,47,-271,-556,293,-56,22.1,-63.5,-146,-0.03,193,-214,654,465,A
1.08,7.42,-94.1,3,0.02,-0.02,-18,2,25,-8,602,-308,-132,-163,-286,110,-122,-362,327,517,0,0,-0.02,-233,46,-271,-555,290,-57,22.2,-63.4,-146,-0.06,192,-213,652,464,A
1.09,7.41,-94.1,3,0.02,0,-20,4,25,-4,597,-310,-133,-163,-287,109,-121,-364,333,514,0,0,-0.02,-234,47,-272,-563,298,-59,22.2,-63.4,-146,-0.02,188,-213,656,463,A
1.12,7.4,-94.1,3,0,0,-21,4,24,1,598,-293,-133,-163,-288,110,-123,-361,343,515,0,0,-0.02,-234,46,-273,-558,293,-70,22.2,-63.4,-146,0,192,-214,655,473,A
1.15,7.39,-94.1,3,0,0,-22,3,24,-7,600,-309,-133,-163,-288,110,-122,-365,338,511,0,-0.02,-0.02,-234,47,-272,-560,292,-69,22.3,-63.4,-146,-0.06,202,-213,654,470,A
1.17,7.39,-94.1,3,-0.02,0,-20,4,24,-6,603,-297,-133,-163,-288,111,-124,-361,336,506,0,0,-0.02,-233,47,-270,-558,287,-71,22.3,-63.4,-146,-0.05,188,-214,659,472,A
1.22,7.35,-94.1,3,-0.02,0.02,-20,2,27,1,607,-312,-133,-163,-287,108,-122,-365,340,512,-0.02,-0.02,-0.02,-233,47,-269,-555,298,-68,22.3,-63.4,-146,-0.02,193,-215,654,468,A
1.23,7.34,-94.1,3,0,0,-20,5,26,-1,603,-306,-133,-163,-286,109,-124,-364,331,510,0,-0.02,0.02,-234,48,-271,-563,293,-71,22.4,-63.4,-146,-0.03,189,-215,655,463,A
1.27,7.33,-94.1,3,0,0,-19,8,22,-2,604,-312,-133,-163,-288,110,-122,-369,337,507,-0.02,0,0,-233,47,-272,-561,296,-67,22.3,-63.4,-146,0,190,-216,648,464,A
1.32,7.29,-94,3,-0.02,-0.02,-19,5,22,-8,607,-309,-133,-163,-287,110,-122,-364,331,526,0,-0.02,0.02,-234,45,-272,-560,293,-66,22.2,-63.4,-146,0.02,192,-215,654,467,A
1.32,7.28,-94.1,3,0,-0.03,-18,4,20,-8,599,-309,-133,-163,-288,111,-123,-372,338,517,0,-0.02,0.02,-235,47,-272,-559,292,-74,22.1,-63.5,-146,0.02,196,-214,656,469,A
1.29,7.23,-94.1,3,-0.02,-0.05,-19,2,22,-2,598,-306,-133,-163,-288,111,-122,-361,335,523,0,-0.02,0.02,-234,47,-270,-557,297,-52,22.1,-63.5,-146,-0.03,195,-215,655,469,A
1.24,7.2,-94.1,3,-0.02,-0.05,-19,2,23,-6,612,-295,-133,-163,-288,110,-122,-362,346,518,-0.02,-0.02,0.03,-233,47,-271,-562,296,-72,22.1,-63.5,-146,-0.02,191,-213,659,471,A
1.19,7.16,-94,3,-0.02,-0.05,-20,3,22,-5,605,-308,-133,-163,-290,110,-121,-367,335,516,0,-0.02,0.02,-234,47,-271,-555,295,-58,22,-63.6,-146,0,193,-213,657,470,A
1.15,7.16,-94,3,0,-0.05,-19,3,22,-6,598,-299,-133,-163,-289,109,-123,-372,333,513,-0.02,0,0.03,-234,46,-269,-556,296,-68,21.9,-63.6,-146,0.02,195,-214,657,466,A
1.12,7.15,-94,3,0,-0.05,-19,1,23,-8,603,-297,-133,-163,-288,111,-123,-362,335,519,-0.02,0,0.03,-232,44,-270,-558,292,-70,21.9,-63.6,-146,-0.02,192,-213,659,465,A
1.08,7.14,-94,3,0,-0.03,-20,0,24,4,597,-299,-133,-163,-287,111,-123,-362,337,510,-0.02,0,0.03,-233,46,-272,-555,295,-56,21.9,-63.6,-146,0,191,-215,655,468,A
1.05,7.13,-94,3,0,-0.02,-22,1,23,-9,606,-289,-133,-163,-287,110,-120,-363,330,519,0,-0.02,0.03,-233,45,-270,-551,292,-54,21.9,-63.6,-146,-0.02,199,-216,659,460,A
1.03,7.15,-94,3,0,-0.02,-22,2,21,-6,597,-309,-133,-163,-289,110,-120,-368,328,523,-0.02,0,0.05,-234,48,-270,-559,292,-70,21.9,-63.6,-146,-0.03,191,-214,657,466,A
1.03,7.17,-94,3,0,-0.02,-21,5,21,-7,603,-302,-133,-163,-287,110,-121,-364,336,516,-0.02,0,0.07,-233,45,-270,-561,292,-71,21.8,-63.6,-146,0,190,-214,653,477,A
1.06,7.18,-94,3,0,-0.02,-20,5,22,-5,599,-306,-133,-163,-287,112,-123,-375,342,521,-0.02,0,0.07,-233,41,-271,-561,299,-60,21.8,-63.6,-146,0.02,192,-213,656,464,A
1.09,7.18,-94,3,0,-0.02,-20,3,21,2,606,-311,-133,-163,-288,112,-123,-367,335,511,-0.02,0,0.03,-232,42,-271,-555,288,-70,21.7,-63.7,-146,0.02,192,-213,654,470,A
1.09,7.18,-94,3,0,-0.02,-19,2,23,-8,601,-317,-133,-163,-287,109,-122,-363,335,516,0,0,0,-232,46,-268,-558,292,-66,21.6,-63.7,-146,-0.02,197,-212,653,469,A
1.08,7.17,-94,3,0,-0.02,-20,4,23,-3,604,-315,-133,-163,-287,109,-123,-370,333,514,0,0,0,-232,47,-270,-555,290,-59,21.6,-63.7,-146,-0.02,193,-213,660,474,A
1.1,7.16,-94,3,0,-0.02,-20,4,22,-7,606,-302,-133,-163,-288,110,-124,-362,336,514,-0.02,0.02,0,-232,47,-268,-558,296,-76,21.5,-63.7,-146,0,193,-214,646,471,A
1.11,7.16,-94,3,0,-0.02,-19,4,20,-3,605,-296,-133,-163,-288,112,-123,-368,333,514,-0.02,0,0,-232,48,-271,-554,294,-67,21.5,-63.7,-146,0,191,-214,651,470,A
1.13,7.17,-94,3,0.02,-0.02,-20,5,23,-9,605,-310,-133,-163,-288,110,-124,-361,337,512,-0.02,0,-0.02,-235,47,-271,-551,295,-61,21.5,-63.7,-146,-0.02,192,-214,659,468,A
1.15,7.19,-94,3,0.02,-0.02,-19,4,23,-5,602,-306,-133,-163,-287,110,-123,-366,331,521,-0.02,-0.02,0,-234,48,-270,-555,295,-73,21.4,-63.7,-145,0,192,-214,658,476,A
1.16,7.21,-94,3,0.03,-0.02,-19,3,25,0,605,-306,-133,-163,-288,111,-123,-374,337,513,-0.02,-0.02,-0.02,-232,46,-270,-562,294,-70,21.4,-63.7,-145,0,192,-214,647,471,A
1.16,7.23,-94,3,0.03,-0.02,-17,3,24,-7,604,-307,-133,-164,-289,111,-124,-367,330,516,-0.02,-0.02,0,-232,47,-272,-559,303,-58,21.4,-63.7,-145,-0.02,193,-215,655,463,A
1.18,7.25,-94,3,0.05,0,-17,3,23,-1,603,-308,-133,-163,-291,111,-126,-368,337,512,-0.02,-0.02,-0.02,-233,48,-269,-558,294,-71,21.3,-63.7,-145,-0.02,191,-214,651,465,A
1.18,7.27,-93.9,3,0.05,-0.02,-21,5,23,-7,607,-309,-133,-164,-290,110,-124,-360,343,513,-0.02,-0.02,0,-235,49,-270,-556,290,-73,21.3,-63.7,-145,0,195,-214,652,463,A
1.22,7.33,-94,3,0.05,0,-21,4,24,0,603,-311,-133,-164,-288,109,-123,-371,333,516,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.2,-63.7,-145,0.02,193,-213,657,472,A
1.26,7.38,-93.9,3,0.05,0,-19,5,23,-2,606,-310,-133,-164,-289,110,-123,-365,342,532,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.1,-63.7,-145,0,194,-215,658,472,A
1.29,7.44,-93.9,3,0.06,0,-19,4,26,-5,598,-306,-133,-164,-286,110,-124,-371,337,514,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.1,-63.7,-145,-0.02,192,-211,655,474,A
1.32,7.49,-93.9,3,0.06,0,-19,4,24,-2,598,-313,-133,-164,-290,111,-124,-367,340,535,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.1,-63.7,-145,-0.02,193,-214,655,471,A
1.35,7.54,-93.9,3,0.06,0,-20,5,25,1,609,-308,-133,-164,-290,112,-124,-368,331,514,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.1,-63.7,-145,-0.02,191,-215,653,480,A
1.38,7.6,-93.9,3,0.06,0,-19,5,25,-5,601,-300,-133,-164,-289,110,-122,-368,332,510,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.1,-63.7,-145,0.02,189,-213,652,470,A
